1096,1331,316,940,696,1051,1000,46,211,1200,179,1626,66,873,1373,1557,488,834,403,131,782,982,0,0,0
346,959,1341,39,578,1405,1625,1261,235,82,1199,1048,1384,1087,1371,157,75,1408,142,1572,1092,0,0,0,0
1608,658,870,127,1527,1245,1303,699,485,1496,697,908,1139,1079,829,565,427,1456,0,0,0,0,0,0,0
641,1622,1422,10,1148,497,184,1002,809,24,1426,1628,866,1562,1505,1414,746,1125,1461,755,819,878,0,0,0
1328,1125,645,5,6,1256,794,125,622,579,307,328,820,223,1555,1307,974,1395,546,912,1172,999,1521,0,0
761,1027,1224,1183,466,1275,483,1349,1173,1427,1535,591,255,1098,68,778,1280,1019,1355,1388,1448,1611,0,0,0
439,1581,728,1636,139,1184,63,1358,1512,91,1635,706,1070,395,1104,1411,916,1203,325,1287,800,0,0,0,0
353,869,1086,1521,614,1147,425,633,371,1197,348,476,1526,1140,807,589,100,183,1545,734,13,162,425,0,0
937,1530,960,373,494,1315,401,104,1374,1451,-1,623,437,1400,490,1501,1522,553,1519,570,1438,441,848,0,0
1345,900,754,134,670,702,1468,1085,1006,1149,988,1524,338,1227,467,719,1037,760,1170,783,0,0,0,0,0
1629,1132,994,1088,1095,642,230,1009,1605,1262,801,575,1631,1112,495,871,1111,543,1420,1301,1536,283,580,360,0
839,620,749,340,1260,1478,1080,1215,313,610,1312,164,1071,1319,1374,1580,67,1356,661,171,1633,567,113,666,0
600,874,339,718,846,972,1532,137,1076,159,166,400,1295,659,879,812,980,304,989,1124,585,1057,0,0,0
776,785,1423,683,1022,660,723,790,64,763,1032,253,1036,512,885,796,1546,598,598,1044,1021,315,0,0,0
1493,752,1333,520,667,691,447,1113,1370,592,1049,1609,64,1272,624,929,492,795,1159,1332,496,447,1293,872,0
308,61,602,35,1060,86,654,1472,935,814,210,1242,1299,1016,1527,1035,793,108,1369,336,484,1486,216,0,0
1031,1327,1544,893,175,249,358,446,169,576,407,413,606,1152,1061,1250,605,1317,1520,798,1503,766,1271,0,0
1368,708,415,1460,1294,38,977,599,386,1202,996,384,84,258,715,1511,1232,724,827,804,604,0,0,0,0
119,771,248,639,383,876,1024,240,692,1209,405,707,55,378,1436,584,435,431,508,509,0,0,0,0,0
627,1593,1488,847,1144,392,559,785,1618,963,1347,1408,1017,919,145,792,662,109,618,88,635,997,0,0,0
1143,1440,1075,194,1246,292,1117,-1,901,955,888,389,682,852,200,1620,1108,732,372,601,530,0,0,0,0
1123,188,953,1382,713,1229,1047,1089,498,675,1221,29,267,94,280,840,1284,343,1592,1119,172,278,0,0,0
327,573,1329,714,922,410,1152,1155,390,843,764,1065,496,295,857,1093,569,53,1343,83,684,1238,0,0,0
628,1357,226,177,593,987,1015,33,442,976,299,143,689,136,1403,895,261,849,1171,519,-1,-1,1219,0,0
12,820,75,996,400,235,137,1158,543,570,997,569,313,427,1611,88,1355,908,754,0,0,0,0,0,0
602,1070,733,1071,1119,1351,104,498,162,157,857,1370,1089,1170,1086,1357,833,776,1047,1436,100,327,431,-1,0
1271,1117,829,188,639,316,1546,922,283,467,395,125,435,1192,1545,66,1027,68,1416,512,5,1382,0,0,0
1620,407,299,785,1215,183,113,384,662,675,1631,1197,490,708,1423,131,108,955,1076,660,315,1486,807,0,0
86,1260,977,1224,1533,553,1605,168,1527,959,794,495,1328,1044,340,1112,304,1275,1104,1301,696,1171,0,0,0
476,403,216,1272,278,1148,83,723,341,1065,1420,1326,390,1024,6,1520,508,546,1384,119,999,386,0,0,0
940,1349,1006,573,1415,1562,1411,1331,1036,610,429,1139,724,702,1221,492,1282,778,425,199,292,1238,1524,0,0
982,821,1536,858,372,1426,1108,771,1016,1521,661,1013,870,177,226,1140,580,893,1299,980,55,1132,707,0,0
401,494,749,46,1250,622,1628,1200,1329,1511,641,1440,-1,1395,1143,346,989,1087,1356,184,988,295,145,804,0
1232,814,935,368,1184,760,1565,392,852,1319,1295,143,871,1049,599,1580,654,373,1229,1144,258,1530,496,682,0
280,307,94,267,667,578,1155,885,1508,1587,67,976,755,466,846,684,783,417,64,916,520,194,1075,240,0
1358,1017,1626,127,1294,1147,1000,812,484,1194,869,715,1079,929,1472,325,509,1246,1526,1448,413,633,1245,0,0
1060,879,1242,1032,253,1031,171,861,1262,1261,1460,447,63,328,1330,265,1468,874,659,1505,691,591,0,0,0
1280,33,1183,1422,35,699,1405,731,593,1199,642,575,1258,605,1515,1219,1414,210,541,388,211,1388,0,0,0
1633,439,415,530,604,793,1373,353,1227,410,397,713,692,1095,718,1608,1535,878,1493,248,1512,0,0,0,0
1061,494,1066,895,585,590,714,10,1368,848,624,1284,790,1098,179,1438,1037,1606,623,0,0,0,0,0,0
683,974,1088,1581,1478,1332,446,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,766,592,866,1488,960,1347,883,1096,576,-1,761,1625,953,0,0,0,0,0,0,0,0,0,0,0
1478,912,658,-1,1022,843,732,734,169,670,782,1061,1111,600,0,0,0,0,0,0,0,0,0,0,0
1385,53,1622,142,371,91,847,175,109,1152,249,1333,706,606,360,1555,1149,737,442,136,579,1057,1346,1021,501
1124,1002,795,1125,1080,1532,1011,839,919,1400,1578,800,752,1343,408,995,254,308,1287,519,405,1519,0,0,0
932,255,1427,1048,809,796,764,719,1635,348,441,645,1123,840,1371,1317,1456,989,620,203,159,1093,785,0,0
1113,1621,972,230,485,1609,1327,873,1557,483,947,166,1572,746,876,437,637,559,383,261,994,1407,0,0,0
-1,801,172,628,29,1307,792,728,827,1009,283,1496,963,1345,1629,1159,1312,561,488,24,84,1303,0,0,0
1515,171,1080,315,1089,46,395,1294,833,776,1527,861,553,1017,606,699,390,88,1261,1606,1374,1440,346,0,0
435,1521,746,697,792,752,1262,1416,874,1194,83,807,749,0,0,0,0,0,0,0,0,0,0,0,0
935,771,446,879,1227,1287,378,734,593,795,496,1299,604,1426,125,1533,1095,410,1532,0,0,0,0,0,0
235,715,689,585,794,1006,1451,343,1117,1328,63,384,1047,1415,1562,1203,484,624,0,0,0,0,0,0,0
1555,1636,1006,827,812,682,1592,1557,1293,869,707,659,1079,1620,360,1448,0,0,0,0,0,0,0,0,0
1423,580,91,1009,216,75,1170,1143,5,1061,565,308,1358,785,194,1250,496,278,223,1371,230,91,1511,1260,0
724,579,814,210,1333,177,179,578,1071,1526,188,1086,1461,1221,35,509,1355,0,0,0,0,0,0,0,0
738,371,543,1382,829,24,1315,1256,1292,1031,372,183,1085,893,1578,1000,483,662,1282,809,417,658,0,0,0
866,1093,496,55,793,108,1633,1317,295,168,1403,901,870,627,-1,441,778,0,0,0,0,0,0,0,0
530,304,187,339,953,1183,633,737,876,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,64,1295,1519,1015,467,972,1192,1075,1112,1104,1088,1345,0,0,0,0,0,0,0,0,0,0,0,0
1284,1027,137,261,994,131,1319,1329,1436,895,405,590,1144,1044,622,490,1505,0,0,0,0,0,0,0,0
249,67,916,508,13,987,265,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,1357,1611,427,575,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,431,1530,1002,745,675,61,1013,706,1608,573,1307,1048,1209,584,1629,1468,834,912,157,0,0,0,0,0
754,1139,1032,142,373,661,1199,1065,821,292,162,847,1184,963,1024,637,38,0,0,0,0,0,0,0,0
1119,413,1037,628,29,1544,1219,997,1275,127,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
