715,323,827,745,1079,1113,1327,292,745,707,413,812,734,415,0,0,0,0,0,0,0,0,0,0,0
576,338,937,1158,1521,1403,847,1144,871,778,1280,316,384,1155,947,763,0,0,0,0,0,0,0,0,0
1317,35,1242,499,166,1013,1024,1328,336,662,1123,53,0,0,0,0,0,0,0,0,0,0,0,0,0
792,1246,1456,200,940,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,142,494,1075,512,1070,346,756,1081,1202,1562,1347,1044,1578,1603,0,0,0,0,0,0,0,0,0,0
109,108,1369,1606,761,883,203,601,1592,496,1530,1242,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,253,1036,553,1408,1407,157,1139,240,1620,295,159,637,901,912,439,870,0,0,0,0,0,0,0,0
893,519,932,113,283,1112,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,1461,1125,963,12,692,1621,1243,315,1329,249,584,1132,55,408,1581,1423,777,0,0,0,0,0,0,0
466,343,1293,1065,1245,598,1546,1633,46,696,1636,184,1098,1522,795,177,1201,1392,179,605,0,0,0,0,0
641,1493,1149,953,383,1119,307,67,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,1303,1332,397,1006,1197,5,1415,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,1002,749,895,171,134,1357,136,258,1515,718,1544,446,0,0,0,0,0,0,0,0,0,0,0,0
1565,1611,162,606,267,1451,1015,1199,785,61,1315,1532,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,1061,360,659,495,1251,278,1171,691,585,610,1440,689,746,0,0,0,0,0,0,0,0,0,0,0
731,210,604,6,1080,843,353,1117,230,1345,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,1173,1503,508,498,1049,624,599,1294,809,1536,1349,728,1275,769,1088,211,0,0,0,0,0,0,0,0
699,1635,1358,1609,216,1333,336,1075,447,543,1071,620,620,874,879,719,0,0,0,0,0,0,0,0,0
131,261,223,1307,1426,64,919,417,590,68,575,798,1095,996,602,254,0,0,0,0,0,0,0,0,0
600,1622,1629,1159,1019,1284,348,869,373,1047,435,1224,341,639,570,873,0,0,0,0,0,0,0,0,0
1143,1395,1330,848,328,392,733,846,1373,194,1192,1172,1048,1319,84,1438,389,530,0,0,0,0,0,0,0
1009,509,821,794,755,119,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,1608,658,1555,143,235,483,1194,1416,33,313,1501,484,1512,593,0,0,0,0,0,0,0,0,0,0
1520,1368,1580,24,75,265,100,1420,476,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,168,499,86,184,177,172,1357,919,168,131,1423,569,1104,598,0,0,0,0,0,0,0,0,0,0
249,1152,1626,1388,723,1636,1609,24,1626,1636,1275,1224,484,1635,0,0,0,0,0,0,0,0,0,0,0
628,724,793,633,39,869,807,1505,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,570,1328,1405,1119,280,307,559,1140,755,593,261,1456,0,0,0,0,0,0,0,0,0,0,0,0
1075,1076,1578,254,1173,33,490,1403,1251,278,316,1280,307,1440,395,1221,820,258,431,0,0,0,0,0,0
255,488,292,963,1176,265,641,1511,1227,1527,1299,397,1262,1330,1526,0,0,0,0,0,0,0,0,0,0
578,989,637,635,435,1593,1347,512,584,1049,599,134,707,283,171,1562,389,0,0,0,0,0,0,0,0
947,794,953,785,407,1170,1620,397,483,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,340,203,1171,754,240,900,623,1282,1194,1557,175,1488,1200,591,1343,1155,1565,0,0,0,0,0,0,0
871,1147,1044,861,843,1415,1503,697,83,400,1048,1080,67,1422,1111,466,1628,0,0,0,0,0,0,0,0
