ID,Valence,Arousal,Freq,CNC,IMG,Word
631,6.62,4.67,28,516,559,GENTLEMAN
632,2.76,6.2,3,464,442,GERM
633,2.64,6.53,11,290,264,GHETTO
634,3.96,6.53,11,379,552,GHOST
635,7.41,5.72,33,533,553,GIFT
636,6.34,4.98,3,540,523,GIRAFFE
637,6.77,5.29,220,607,634,GIRL
638,5.51,4.83,1,590,580,GLACIER
639,5.74,4.69,99,635,585,GLASS
640,5.48,4.45,29,635,585,GLASSES
641,6.14,4.84,13,535,583,GLOBE
642,5.46,4.3,9,607,596,GLOVE
643,5.15,4.71,8,607,596,GLUE
644,5.46,4.86,6,636,585,GOAT
645,3.63,6.46,1,592,577,GOBLIN
646,6.59,5.78,3,334,515,GODDESS
647,6.94,5.99,52,576,594,GOLD
648,3.77,5.26,2,321,313,GOO
649,5.71,4.46,4,348,360,GOOSE
650,5.36,6.31,1,620,634,GORILLA
651,4.63,5.41,83,426,486,GOVERNOR
652,5.98,4.78,16,586,578,GOWN
653,6.69,5.57,30,455,516,GRADUATE
654,6.58,4.59,3,611,591,GRAPE
655,6.32,3.09,53,599,602,GRASS
656,4.95,4.85,1,660,630,GRASSHOPPER
657,4.62,5.02,3,432,424,GRATE
658,2.8,5.99,33,535,619,GRAVE
659,4.68,4.63,9,587,569,GRAVEL
660,3.88,5.3,9,409,470,GREASE
661,6.04,5.24,12,295,340,GRILL
662,4.22,6.88,1,443,523,GRIZZLY
663,6.26,4.95,2,576,551,GROCERIES
664,5.98,4.86,9,576,551,GROCERY
665,6.16,5.15,5,506,516,GROOM
666,5.32,4.1,186,558,513,GROUND
667,5.17,5.81,48,517,530,GUARD
668,6.09,4.79,9,517,530,GUARDIAN
669,5.76,5.07,39,519,497,GUEST
670,6.59,5.12,19,299,381,GUITAR
671,4.98,4.2,1,449,491,GULL
672,5.77,4.46,14,0,359,GUM
673,3.58,7.39,118,612,613,GUN
674,5.51,5.95,2,597,613,GYM
675,5.99,5.71,1,597,613,GYMNAST
676,3.93,5.96,10,502,477,HAIL
677,5.29,4.34,152,565,559,HALL
678,5.95,4.81,19,554,570,HAM
679,6.64,5.36,6,554,570,HAMBURGER
680,4.95,5.76,9,605,618,HAMMER
681,6.72,2.55,5,605,618,HAMMOCK
682,4.78,4.28,5,605,618,HAMPER
683,5.58,4.52,431,604,598,HAND
684,5.64,4.56,3,604,598,HANDBAG
685,3.41,6.95,2,604,598,HANDCUFFS
686,5.2,4.1,9,618,583,HANDKERCHIEF
687,4.91,4.7,7,397,537,HANGER
688,5.76,4.36,1,615,577,HARE
689,6.32,3.55,1,591,621,HARP
690,5.65,4.32,56,601,562,HAT
691,3.88,6.47,4,607,527,HATCHET
692,5.81,5.87,14,623,591,HAWK
693,5.31,3.91,19,623,597,HAY
694,5.51,3.94,1,623,597,HAYSTACK
695,5.57,5.01,425,603,593,HEAD
696,5.38,4.42,6,603,593,HEADBAND
697,6.6,5.22,173,605,617,HEART
698,5.88,4.73,14,472,507,HEATER
699,5.4,4.15,2,615,583,HEDGE
700,5.05,4.66,9,579,597,HEEL
701,5.81,6.15,1,384,394,HELICOPTER
702,5.34,5.08,1,602,620,HELMET
703,5.64,4.25,22,631,597,HEN
704,6.07,4.02,7,558,502,HERB
705,5.16,4.96,22,565,548,HERD
706,7.22,6.21,52,428,483,HERO
707,5.15,5.68,40,575,581,HIGHWAY
708,5.8,5.4,1,575,581,HIKER
709,5.13,4.7,1,329,347,HINGE
710,5.52,4.82,10,312,343,HIP
711,4.63,4.81,1,537,525,HOE
712,7.38,2.76,547,539,599,HOME
713,6.91,4.1,25,611,608,HONEY
714,4.97,4.84,7,547,558,HOOD
715,4.54,5.49,5,525,541,HOOK
716,5.52,4.7,3,525,541,HOOP
717,6.44,3.72,27,261,421,HORIZON
718,2.81,7,1,618,566,HORNET
719,6.29,4.88,117,613,624,HORSE
720,5.3,4.66,9,596,572,HOSE
721,4.08,6.68,110,584,602,HOSPITAL
722,2.5,7.48,2,526,536,HOSTAGE
723,5.9,5.06,8,526,536,HOSTESS
724,5.35,5.28,7,583,596,HOUND
725,6.55,3.86,591,608,606,HOUSE
726,6.41,5.21,299,583,543,HUMAN
727,2.88,7.53,8,576,608,HURRICANE
728,6.54,4.89,131,549,537,HUSBAND
729,5.22,4.32,13,589,560,HUT
730,5.58,4.81,45,621,635,ICE
731,4.73,5.33,2,621,635,ICEBERG
732,6.57,4.73,1,569,526,ICING
733,5.34,5.57,7,242,332,IDOL
734,5.71,4.48,1,204,228,IGLOO
735,5.6,4.14,2,499,555,INCENSE
736,5.64,5.28,52,622,580,INDIAN
737,6.27,4.87,11,579,600,INFANT
738,2.71,6.82,1,608,589,INMATE
739,5.99,3.89,9,592,578,INN
740,3.71,6,14,593,586,INSECT
741,5.57,5.28,8,558,551,INSTRUCTOR
742,3.8,5.74,1,420,499,INTESTINE
743,6.32,5.52,7,388,408,INVENTOR
744,4.93,4.95,43,584,561,IRON
745,6.89,3.77,167,596,643,ISLAND
746,5.15,4.58,54,436,369,ITEM
747,5.75,4.34,33,635,611,JACKET
748,5.88,4.6,6,563,569,JAM
749,6.09,5.53,38,532,508,JAPAN
750,5.31,4.41,16,595,571,JAR
751,4.8,5.12,16,617,573,JAW
752,6.15,4.52,1,250,475,JEANS
753,5.85,5.42,16,622,659,JEEP
754,6.29,4.16,1,338,430,JELLO
755,5.98,4.56,3,560,590,JELLY
756,5.81,6.33,29,580,585,JET
757,6.72,5.48,1,594,621,JEWEL
758,5.13,4.85,39,292,340,JOINT
759,5.33,5.79,1,388,483,JOKER
760,5.73,4.37,42,563,509,JOURNAL
761,4.75,6.17,77,506,558,JUDGE
762,5.24,4.29,6,0,324,JUG
763,5.89,5.57,6,547,553,JUGGLER
764,5.48,5.87,20,0,555,JUNGLE
765,6.05,5.28,9,384,391,JUPITER
766,4.53,6.1,67,540,580,JURY
767,4.58,5.35,18,289,336,JUVENILE
768,6.22,5.16,1,558,391,KANGAROO
769,5.64,4.74,3,459,421,KEEPER
770,5.64,5.39,2,586,606,KEG
771,5.97,4.63,1,597,548,KETCHUP
772,5.57,4.48,3,602,594,KETTLE
773,5.68,4.9,88,612,618,KEY
774,5.89,5.01,4,612,618,KEYBOARD
775,6.01,5.17,61,536,525,KID
776,4.82,5.16,6,536,525,KIDNEY
777,5.58,5.77,88,559,585,KING
778,6.18,4.54,90,564,633,KITCHEN
779,6.43,4.4,1,592,624,KITE
780,7.59,4.01,5,612,639,KITTEN
781,6.43,4.46,2,612,639,KIWI
782,5.16,4.27,1,612,639,KLEENEX
783,5.48,4.4,1,612,639,KNAPSACK
784,5.19,4.77,35,593,597,KNEE
785,4.18,6.64,76,612,633,KNIFE
786,6.12,5.83,18,579,608,KNIGHT
787,5.13,4.44,2,586,554,KNOB
788,4.93,4.93,8,486,444,KNOT
789,4.76,5.2,3,586,520,KNUCKLE
790,5.09,4.46,19,586,520,LABEL
791,5.18,6.21,1,515,453,LABYRINTH
792,6.3,4.26,7,545,506,LACE
793,5.31,4.9,19,548,534,LADDER
794,6.65,5.15,80,564,571,LADY
795,6.2,3.8,15,246,190,LAGOON
796,6.85,3.38,54,585,616,LAKE
797,6.31,3.4,7,633,614,LAMB
798,5.65,4.2,18,615,575,LAMP
799,6.41,3.42,20,542,608,LANDSCAPE
800,5.28,4.45,1,540,531,LAPEL
801,5.61,6.17,1,482,263,LASER
802,4.06,5.62,6,482,263,LASH
803,4.57,4.77,5,576,559,LAUNDRY
804,4.32,6.61,1,576,559,LAVA
805,6.05,3.42,15,588,608,LAWN
806,4.16,6.19,43,569,557,LAWYER
807,5.81,5.78,74,487,502,LEADER
808,6.02,3.53,12,593,608,LEAF
809,5.49,4.69,58,626,601,LEG
810,5.88,4.84,18,608,632,LEMON
811,5.54,4.46,12,573,556,LENS
812,5.86,6.23,1,595,635,LEOPARD
813,5.72,4.72,145,577,595,LETTER
814,5.81,4.16,31,579,608,LETTUCE
815,5.16,4.61,14,572,515,LEVER
816,6.8,3.05,62,564,587,LIBRARY
817,5.19,4.29,19,547,404,LID
818,4.92,6.06,29,560,512,LIEUTENANT
819,5.26,5.53,12,400,458,LIGHTER
820,4.92,6.81,14,525,599,LIGHTNING
821,6.85,3.38,1,609,541,LILY
822,5.05,4.9,5,590,580,LIMB
823,6.03,4.76,13,590,563,LIME
824,5.97,5.46,4,624,595,LIMOUSINE
825,5.9,3.63,6,581,551,LINEN
826,4.12,4.29,4,537,513,LINT
827,5.77,6.78,17,627,626,LION
828,5.73,5.07,22,590,619,LIP
829,5.71,5.21,3,590,619,LIPSTICK
830,5.42,4.5,133,429,464,LIST
831,6.6,4.64,133,462,487,LITERATURE
832,3.18,5.6,3,462,487,LITTER
833,4.16,5.08,18,617,571,LIVER
834,4.81,5.59,1,588,632,LIZARD
835,5.69,4.11,4,439,461,LOAF
836,5.24,4.37,20,532,462,LOBBY
837,5.69,5.13,1,590,630,LOBSTER
838,4.91,5.07,23,565,532,LOCK
839,5.93,3.78,19,538,464,LODGE
840,5.98,4.08,2,538,464,LOFT
841,5.16,4.06,11,538,464,LOG
842,6.78,4.57,1,299,288,LOLLIPOP
843,6.43,5.7,89,299,288,LONDON
844,5.4,4.49,21,490,492,LOOP
845,6.16,3.08,9,413,448,LOUNGE
846,7.74,6.47,19,318,491,LOVER
847,5.32,4.84,10,275,399,LUGGAGE
848,5.36,4.61,35,560,530,LUMBER
849,6.72,4.62,33,552,602,LUNCH
850,5.31,5.05,16,569,576,LUNG
851,6.33,4.39,2,631,608,MACARONI
852,5.36,5.39,103,578,575,MACHINE
853,5.65,4.59,39,588,588,MAGAZINE
854,6.18,5.85,4,560,569,MAGICIAN
855,5.5,4.94,3,550,543,MAGNET
856,5.41,4.6,31,513,500,MAID
857,5.43,4.72,1,508,548,MAILBOX
858,5.66,4.92,1,508,548,MAILMAN
859,5.41,5.51,247,0,395,MAJOR
860,5.71,5.56,3,459,383,MALL
861,6.16,4.85,1,549,541,MAMMAL
862,6.1,5.3,1207,618,567,MAN
863,4.97,5.6,88,381,415,MANAGER
864,6.22,5.56,8,579,628,MANSION
865,5.89,4.92,13,565,587,MAP
866,6.43,4.03,7,534,511,MAPLE
867,5.89,4.16,21,611,605,MARBLE
868,4.93,4.46,1,549,529,MARGARINE
869,5.78,5.61,55,472,494,MARINE
870,5.44,4.63,5,464,434,MARKER
871,5.66,5.3,155,551,583,MARKET
872,4.72,5.14,5,0,568,MARROW
873,6.01,5.48,21,362,523,MARS
874,4.77,4.23,4,362,523,MARSH
875,5.41,4.78,1,293,410,MASCARA
876,4.85,5.43,9,418,472,MASK
877,5.09,4.15,5,513,537,MAT
878,5.3,5.23,41,535,490,MATCH
879,6.05,3.33,2,640,601,MATTRESS
880,5.12,4.55,2,0,222,MAYONNAISE
881,6.98,2.69,17,594,622,MEADOW
882,6.74,4.73,30,602,573,MEAL
883,5.9,5.4,45,587,618,MEAT
884,5.17,5.52,5,580,530,MECHANIC
885,6.15,5.54,7,571,529,MEDAL
886,5.45,5.55,30,517,551,MEDICINE
887,6.26,5.08,1,494,578,MERMAID
888,5.67,5.21,64,459,438,MESSAGE
889,5.16,6.5,3,582,541,METEOR
890,5.45,5.29,4,482,394,MICROPHONE
891,5.61,5,8,591,617,MICROSCOPE
892,5.63,4.99,2,591,617,MICROWAVE
893,2.61,5.73,1,330,359,MILDEW
894,4.75,6.75,212,417,478,MILITARY
895,6.04,3.99,49,670,638,MILK
896,5.01,5.29,1,551,569,MINER
897,5.18,5.04,5,589,604,MINK
898,6.32,4.63,7,530,522,MINT
899,5.6,4.88,27,605,627,MIRROR
900,3.22,7.07,48,597,602,MISSILE
901,5.35,4.72,10,349,365,MISTER
902,5.93,3.9,2,463,387,MITTEN
903,4.95,4.68,1,509,497,MOAT
904,3.14,6.88,10,509,497,MOB
905,5.47,4.92,6,453,470,MOLECULE
906,5.16,5.49,3,525,572,MONARCH
907,5.13,3.4,2,564,550,MONASTERY
908,6.96,6.49,265,574,604,MONEY
909,5.12,5.44,1,574,604,MONGOOSE
910,5.28,3.58,16,570,606,MONK
911,6.15,5.63,9,566,588,MONKEY
912,3.1,7.25,6,508,498,MONSTER
913,5.94,4.62,21,558,543,MONUMENT
914,6.86,3.67,60,581,585,MOON
915,5.67,4.99,3,616,604,MOOSE
916,4.51,4.6,3,616,604,MOP
917,2.4,6.48,1,595,612,MOSQUITO
918,4.99,3.62,9,575,569,MOSS
919,5.2,4.86,24,397,438,MOTEL
920,4.12,4.94,1,550,577,MOTH
921,7.09,4.41,216,579,638,MOTHER
922,5.33,5.41,56,565,521,MOTOR
923,5.54,6.2,1,565,521,MOTORCYCLE
924,6.52,4.47,33,616,629,MOUNTAIN
925,4.25,5.61,10,624,615,MOUSE
926,5.75,5.14,104,568,613,MOUTH
927,6.82,5.34,29,590,571,MOVIE
928,4.84,5.06,1,590,571,MOWER
929,6.72,4.24,1,0,522,MUFFIN
930,5.5,4.33,1,576,574,MUG
931,5.18,4.74,4,592,608,MULE
932,4.25,5.71,1,361,436,MUMMY
933,6.5,4.22,32,0,570,MUSEUM
934,5.22,4.49,2,0,570,MUSHROOM
935,5.17,4.66,20,595,599,MUSTARD
936,4.78,5.14,6,598,588,NAIL
937,5.55,4.14,3,585,582,NAPKIN
938,5.45,5.34,2,583,546,NAVIGATOR
939,5.37,4.86,81,587,622,NECK
940,6.3,5.05,3,633,606,NECKLACE
941,3.83,6.05,15,608,589,NEEDLE
942,6.33,4.49,9,541,443,NEPHEW
943,5.94,5.1,3,541,443,NEPTUNE
944,4.53,5.93,12,488,486,NERVE
945,5.63,3.58,20,557,571,NEST
946,5.18,4.93,34,577,540,NET
947,5.41,5.06,1,267,308,NEUTRON
948,5.49,4.7,65,576,616,NEWSPAPER
949,5.33,4.74,1,576,616,NEWSSTAND
950,5.77,4.79,7,597,572,NICKEL
951,3.08,5.79,1,597,572,NICOTINE
952,6.38,4.46,8,296,213,NIECE
953,5.81,4.31,4,644,564,NIGHTGOWN
954,5.04,5.2,12,337,211,NITROGEN
955,5.2,5.14,1,512,516,NOMAD
956,2.63,6.87,3,542,593,NOOSE
957,5.35,4.65,60,628,605,NOSE
958,5.62,4.59,127,525,503,NOTE
959,5.79,4.42,2,525,503,NOTEBOOK
960,6.45,4.39,59,529,547,NOVEL
961,5.47,4.88,11,555,513,NUCLEUS
962,5.18,3.68,2,583,617,NUN
963,6.14,5.2,17,588,617,NURSE
964,6.09,4.08,13,528,542,NURSERY
965,5.78,4.73,15,528,542,NUT
966,5.4,4.29,5,572,592,OAR
967,5.88,3.75,1,552,558,OATMEAL
968,5.9,3.87,7,552,558,OATS
969,5.42,4.36,5,586,471,OBOE
970,7.06,3.36,34,593,623,OCEAN
971,5.17,5.66,1,593,623,OCTOPUS
972,4.94,4.95,255,569,518,OFFICE
973,4.79,6.44,101,550,593,OFFICER
974,4.68,4.77,3,581,573,OINTMENT
975,5.39,4.52,5,618,578,OLIVE
976,6.37,4.61,3,618,578,OMELET
977,5.21,4.98,15,632,617,ONION
978,5.58,4.58,47,455,462,OPERA
979,5.32,5.1,49,455,462,OPERATOR
980,6.65,4.75,23,601,626,ORANGE
981,6.38,4.87,60,578,619,ORCHESTRA
982,6.88,3.58,1,599,597,ORCHID
983,6.07,4.29,3,0,271,OREGANO
984,5.24,5.06,12,596,576,ORGAN
985,6.02,4.7,4,615,594,ORNAMENT
986,6.33,4.65,5,631,572,OTTER
987,6.84,4.12,6,318,295,OUTDOORS
988,5.59,4.8,16,515,487,OUTFIT
989,3.49,6.91,2,0,332,OUTLAW
990,5.39,4.24,8,0,354,OVAL
991,5.75,4.88,7,593,599,OVEN
992,6.22,4.23,2,614,595,OWL
993,5.41,5.03,33,468,425,OWNER
994,5.15,4.81,5,633,548,OX
995,4.7,4.46,6,573,521,OYSTER
996,4.89,5.25,3,573,521,OZONE
997,5.97,5.32,20,580,529,PACKAGE
998,5.2,4.15,8,372,364,PAD
999,5.33,4.08,3,372,364,PADDING
1000,5.05,5.05,1,372,364,PADDLE
1001,5.4,4.36,66,571,555,PAGE
1002,5.08,4.26,4,538,508,PAIL
1003,5.81,4.66,37,577,567,PAINT
1004,5.97,4.68,21,568,565,PAINTER
1005,6.46,4.22,59,615,602,PAINTING
1006,6.35,5.39,38,579,612,PALACE
1007,5.69,3.81,22,596,555,PALM
1008,5.39,4.38,16,586,532,PAN
1009,5.52,6.78,1,397,464,PANTHER
1010,5.71,4.59,9,619,630,PANTS
1011,5.75,4.29,157,599,590,PAPER
1012,5.65,4.81,1,525,509,PARCEL
1013,6.42,4.71,15,361,392,PARENT
1014,6.69,5.84,67,361,392,PARIS
1015,6.15,5.3,1,456,475,PARROT
1016,5.79,4.04,1,311,328,PARSLEY
1017,6.67,4.87,32,500,513,PARTNER
1018,6.74,6.78,216,496,596,PARTY
1019,5.58,4.57,49,558,525,PASSAGE
1020,5.5,4.78,14,562,529,PASSENGER
1021,6.76,4.61,1,293,446,PASTA
1022,7.03,4.59,4,567,488,PASTRY
1023,5.81,4.01,44,504,537,PATH
1024,5.03,4.79,86,487,526,PATIENT
1025,6.18,3.57,2,487,526,PATIO
1026,5.78,5.73,10,487,526,PATRIOT
1027,4.73,5.98,25,487,526,PATROL
1028,5.13,4.55,11,306,347,PAVEMENT
1029,6.01,4.28,3,283,194,PAW
1030,4.51,4.94,2,480,479,PAWN
1031,6.81,4.35,3,617,613,PEACH
1032,5.97,4.63,6,402,433,PEANUT
1033,6.33,4.21,6,634,590,PEAR
1034,6.54,4.57,9,597,590,PEARL
1035,5.39,4.07,1,0,546,PEBBLE
1036,5.93,4.43,1,0,546,PECAN
1037,5.39,4.82,4,602,556,PEDAL
1038,5.3,4.77,6,482,508,PEDESTRIAN
1039,5.87,4.6,5,537,538,PELICAN
1040,4.68,5.13,6,526,517,PELT
1041,5.58,4.69,18,571,576,PEN
1042,5.51,4.49,34,617,607,PENCIL
1043,5.2,4.57,2,583,605,PENDULUM
1044,6.63,4.7,2,583,605,PENGUIN
1045,5.6,4.65,25,606,609,PENNY
1046,5.89,5.66,849,540,548,PEOPLE
1047,5.59,5.4,13,591,587,PEPPER
1048,5.46,4.39,1,576,462,PERCH
1049,6.09,5.3,10,529,530,PERFUME
1050,5.28,4.97,1,538,492,PERISCOPE
1051,5.09,4.95,77,399,388,PERMIT
1052,6.06,5.14,175,562,562,PERSON
1053,5.18,4.67,74,429,375,PERSONNEL
1054,6.09,4.67,16,272,162,PHILOSOPHER
1055,6.33,4.73,5,624,587,PHOTO
1056,5.3,5.91,14,573,572,PHYSICIAN
1057,6.62,4.1,38,615,630,PIANO
1058,5.03,5.1,55,502,513,PICK
1059,5.3,4.95,1,606,641,PICKLE
1060,7.03,3.63,15,606,641,PICNIC
1061,6.26,4.54,162,579,581,PICTURE
1062,7.17,4.65,14,613,604,PIE
1063,6,3.82,3,588,545,PIER
1064,4.92,5.19,8,614,635,PIG
1065,4.9,4.58,3,609,610,PIGEON
1066,5.38,4.72,9,609,610,PIGMENT
1067,4.67,5.13,41,609,610,PIKE
1068,4.49,5.29,15,610,580,PILL
1069,7.04,2.59,8,613,624,PILLOW
1070,5.85,5.76,44,613,624,PILOT
1071,2.74,5.87,3,579,617,PIMPLE
1072,4.99,5,16,600,576,PIN
1073,4.72,4.87,20,602,598,PIPE
1074,4.28,6.7,4,329,293,PIRATE
1075,3.81,7.26,27,329,293,PISTOL
1076,4.97,5.4,7,586,526,PISTON
1077,3.88,5.7,14,593,589,PIT
1078,4.05,5.86,2,593,589,PITCHFORK
1079,7.37,5.55,3,303,391,PIZZA
1080,5.37,4.41,1,314,226,PLAID
1081,5.68,6.08,114,535,556,PLANE
1082,6.34,5.31,21,523,578,PLANET
1083,6.39,3.85,125,594,605,PLANT
1084,3.85,5.2,2,594,605,PLAQUE
1085,4.82,4.56,23,594,605,PLASTER
1086,5.49,4.4,22,595,527,PLATE
1087,6.72,5.34,4,0,463,PLAYGROUND
1088,5.66,4.97,2,479,351,PLAZA
1089,4.79,5.23,1,645,588,PLIERS
1090,6.25,4.3,1,632,611,PLUM
1091,4.8,5,4,459,501,PLUMBER
1092,5.83,4.97,1,396,548,PLUTO
1093,5.5,4.45,46,578,558,POCKET
1094,5.52,4.79,3,578,558,POCKETBOOK
1095,5.95,3.82,99,552,518,POET
1096,2.27,7.2,10,527,513,POISON
1097,5.21,4.66,18,577,579,POLE
1098,4.68,7.09,155,577,579,POLICE
1099,3.33,6.31,13,494,507,POLITICIAN
1100,4.33,4.78,5,495,524,POLYESTER
1101,6.42,3.11,25,623,599,POND
1102,6.5,4.56,10,611,642,PONY
1103,6.7,4.12,111,573,577,POOL
1104,6.67,4.75,1,311,447,POPCORN
1105,4.9,4.31,40,593,576,POPE
1106,6.14,3.49,43,596,586,PORCH
1107,4.77,5.62,2,596,586,PORCUPINE
1108,5.37,5.03,10,585,522,PORK
1109,5.91,4.53,12,585,522,PORPOISE
1110,5.47,4.66,21,531,546,PORT
1111,5.97,4.26,17,570,565,PORTRAIT
1112,4.26,4.99,2,0,249,POSSUM
1113,4.91,4.53,8,533,518,POSTAGE
1114,5.3,4.52,28,584,598,POT
1115,6.13,4.33,15,629,617,POTATO
1116,5.89,4.09,16,629,617,POTTERY
1117,5.39,4.25,28,513,524,POWDER
1118,6.14,3.19,21,575,569,PRAIRIE
1119,4.91,4.88,11,381,492,PREACHER
1120,2.97,7.31,1,371,205,PREDATOR
1121,5.18,6.24,382,526,572,PRESIDENT
1122,4.9,4.63,16,561,568,PRIEST
1123,5.34,5.52,1,326,367,PRIMATE
1124,5.85,5.51,33,542,606,PRINCE
1125,6.48,5.32,10,568,547,PRINCESS
1126,5.24,4.81,3,245,305,PRINTER
1127,2.21,7.11,42,570,593,PRISON
1128,2.53,6.85,7,548,565,PRISONER
1129,5.41,5.23,16,432,396,PRODUCER
1130,5.99,5.23,105,379,383,PROFESSIONAL
1131,5.83,5.28,57,549,587,PROFESSOR
1132,5.43,5,3,264,258,PROTON
1133,4.93,4.69,1,264,258,PROTRACTOR
1134,4.47,4.31,1,611,578,PRUNE
1135,5.87,5.22,1,350,353,PUB
1136,5.45,4.78,55,356,448,PUBLICATION
1137,5.43,4.83,9,356,448,PUBLISHER
1138,5.06,5.16,3,472,370,PUCK
1139,6.78,4.4,1,593,588,PUDDING
1140,4.78,4.33,1,604,562,PUDDLE
1141,5.08,4.91,11,556,556,PUMP
1142,6.36,4.37,2,556,556,PUMPKIN
1143,5.43,4.97,20,570,572,PUPIL
1144,7.78,4.99,2,623,635,PUPPY
1145,5.71,4.73,14,572,567,PURSE
1146,6.3,5.52,10,449,510,PUZZLE
1147,5.69,4.35,1,600,505,QUAIL
1148,6,4.93,34,509,531,QUARTER
1149,5.77,5.47,41,537,612,QUEEN
1150,5.33,4.36,9,595,530,QUILL
1151,6.34,3.2,9,613,554,QUILT
1152,6.52,4.41,11,635,611,RABBIT
1153,5.02,5.47,1,635,611,RACCOON
1154,5.15,4.8,9,535,439,RACK
1155,4.62,5.67,5,562,530,RACKET
1156,4.89,5,4,513,522,RADIATOR
1157,6.18,5.11,120,615,613,RADIO
1158,4.81,4.46,8,615,613,RADISH
1159,5.59,4.9,4,615,613,RAFT
1160,4.32,4.62,10,615,613,RAG
1161,5.2,4.76,16,540,556,RAIL
1162,5.73,5.16,58,579,596,RAILROAD
1163,5.57,4.34,1,0,376,RAISIN
1164,4.88,4.8,11,597,550,RAKE
1165,5.11,5.54,2,541,546,RAM
1166,5.97,4.5,27,561,519,RANCH
1167,2.73,6.47,1,523,520,RASH
1168,6.65,4.76,1,594,636,RASPBERRY
1169,2.95,6.65,6,624,588,RAT
1170,4.67,5.82,5,549,554,RATTLE
1171,4.48,5.98,15,336,271,RAZOR
1172,4.5,6.72,18,439,497,REBEL
1173,5.06,4.84,4,474,432,RECEIPT
1174,5.53,4.88,5,545,426,RECEPTIONIST
1175,6.23,4.49,8,0,415,RECIPE
1176,5.68,4.85,137,558,591,RECORD
1177,6.28,4.27,11,564,520,REEF
1178,5.09,5.48,1,554,564,REFEREE
1179,5.94,4.47,23,574,612,REFRIGERATOR
1180,5.04,4.85,26,500,483,REGISTER
1181,6.39,4.59,1,537,478,REINDEER
1182,6.14,4.82,46,383,451,RELATIVE
1183,5.39,4.52,8,289,337,RELISH
1184,4.97,5.11,174,417,411,REPORT
1185,4.67,6.08,3,578,579,REPTILE
1186,6.76,3.77,12,499,523,RESORT
1187,6.44,5.12,41,583,611,RESTAURANT
1188,5.34,4.87,1,599,586,RIB
1189,6.08,4.09,12,600,563,RIBBON
1190,6.26,4.13,33,608,506,RICE
1191,5.51,5.33,16,424,483,RIDER
1192,3.93,7.06,63,606,581,RIFLE
1193,6.42,5.52,47,593,601,RING
1194,6.62,3.9,165,585,633,RIVER
1195,2.16,6.94,2,585,633,ROACH
1196,5.7,5.07,197,583,609,ROAD
1197,2.31,7.13,2,545,549,ROBBER
1198,5.67,3.66,6,440,484,ROBE
1199,6.43,4.02,2,637,615,ROBIN
1200,5.74,5.7,1,637,615,ROBOT
1201,5.35,4.3,75,600,612,ROCK
1202,5.73,6.56,7,645,612,ROCKET
1203,4.91,5.13,18,591,549,ROD
1204,2.88,6.53,3,353,451,RODENT
1205,5.38,4.44,59,586,604,ROOF
1206,5.7,4.06,383,566,545,ROOM
1207,5.18,5.33,1,566,545,ROOMMATE
1208,5.23,4.52,1,566,545,ROOST
1209,5.33,5.4,3,566,545,ROOSTER
1210,5.1,4.24,30,558,565,ROOT
1211,5.11,4.92,15,608,596,ROPE
1212,7.17,3.96,86,608,623,ROSE
1213,5.05,5.08,7,295,264,ROUGE
1214,6.74,5.3,1,594,562,RUBY
1215,5.48,3.94,13,611,591,RUG
1216,4.96,4.87,3,555,543,RULER
1217,5.8,5.19,3,600,560,RUM
1218,5.75,5.69,1,0,546,RUNNER
1219,3.37,5.03,10,553,547,RUST
1220,4.93,4.38,8,582,548,SACK
1221,5.5,4.68,25,603,578,SADDLE
1222,6.05,4.01,2,462,434,SAGE
1223,5.68,5.23,5,567,597,SAILOR
1224,6.17,4.19,9,595,623,SALAD
1225,4.17,5.48,12,287,211,SALESMAN
1226,4.08,5.19,4,287,211,SALIVA
1227,5.6,4.6,3,287,211,SALMON
1228,5.49,5.31,12,575,608,SALOON
1229,5.69,4.77,46,594,570,SALT
1230,5.7,3.39,28,616,603,SAND
1231,4.33,5.28,1,609,613,SANDPAPER
1232,6.82,4.63,10,609,613,SANDWICH
1233,4.69,4.52,1,540,451,SAP
1234,6.86,5.51,3,572,560,SAPPHIRE
1235,3.68,4.66,1,606,592,SARDINE
1236,6.11,5.31,3,305,478,SATURN
1237,5.31,4.29,3,606,544,SAUCER
1238,5.75,5.06,1,604,585,SAUSAGE
1239,4.6,5.77,352,532,531,SAW
1240,5.92,4.91,4,624,602,SAXOPHONE
1241,4.82,4.91,60,475,463,SCALE
1242,5.34,4.59,5,475,463,SCALLOP
1243,3.8,6.64,4,475,463,SCALPEL
1244,3.16,6.21,1,475,463,SCAPEGOAT
1245,4.95,5.34,3,380,471,SCARECROW
1246,5.74,4.2,4,380,471,SCARF
1247,6.93,3.28,14,408,432,SCENERY
1248,5.65,5.39,492,573,599,SCHOOL
1249,6.25,5.55,17,366,423,SCIENTIST
1250,5.12,5.38,1,596,609,SCISSORS
1251,5.66,4.99,5,583,590,SCOTCH
1252,5.44,5.1,8,562,578,SCOUT
1253,5.45,4.44,48,0,519,SCREEN
1254,4.92,5.36,21,0,519,SCREW
1255,5.08,5.11,1,574,617,SCREWDRIVER
1256,5.07,4.86,10,574,617,SCRIBBLE
1257,5.3,4.64,3,593,572,SCROLL
1258,6.09,4.31,11,508,474,SCULPTURE
1259,6.77,3.73,95,596,606,SEA
1260,5.74,5.02,3,596,606,SEAFOOD
