1262,1144,840,1633,1631,476,1621,226,812,754,373,771,1317,194,1532,1037,0,0,0,0,0,0,0,0
1522,1620,1440,1395,392,388,1420,661,131,82,1545,1327,1332,0,0,0,0,0,0,0,0,0,0,0
901,794,299,145,1626,38,1294,578,746,593,1448,179,39,61,0,0,0,0,0,0,0,0,0,0
169,338,809,188,749,541,839,211,834,1629,1104,1199,714,1565,0,0,0,0,0,0,0,0,0,0
316,1312,1351,1044,339,1519,1333,1368,1508,1172,1176,446,0,0,0,0,0,0,0,0,0,0,0,0
1119,620,1075,601,848,1079,88,372,977,1536,235,323,1426,999,484,0,0,0,0,0,0,0,0,0
963,1243,667,1284,64,598,1299,35,1388,265,1015,1472,0,0,0,0,0,0,0,0,0,0,0,0
561,1555,1635,94,846,1501,1092,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,1022,1149,718,1261,798,801,702,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,1503,804,1307,1319,1232,1520,278,737,407,1478,696,1229,0,0,0,0,0,0,0,0,0,0,0
1272,413,610,1373,883,1345,1622,55,947,785,662,829,0,0,0,0,0,0,0,0,0,0,0,0
1019,1143,1246,778,315,336,723,1580,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,932,879,1143,488,916,1021,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,987,953,1608,1096,1017,559,415,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,386,1301,134,800,1215,1140,508,1546,283,1456,1581,783,637,0,0,0,0,0,0,0,0,0,0
340,624,1511,328,1089,682,1098,401,633,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,405,706,553,261,1606,395,996,660,1636,670,408,683,642,1593,0,0,0,0,0,0,0,0,0
752,1024,24,590,520,792,327,171,623,109,108,796,1526,1521,113,0,0,0,0,0,0,0,0,0
1436,136,1295,447,6,565,807,492,53,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,761,919,1006,728,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,605,604,988,1374,139,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,83,1108,67,1242,63,769,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,1095,137,1331,1221,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,827,833,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,1227,397,790,1047,778,1562,39,935,627,166,1635,590,24,0,0,0,0,0,0,0,0,0,0
292,55,1451,407,248,821,1155,1087,488,265,1468,125,0,0,0,0,0,0,0,0,0,0,0,0
38,1608,798,1242,315,171,1232,497,959,1478,1301,706,1075,1536,746,194,0,0,0,0,0,0,0,0
157,86,1546,46,131,403,390,299,88,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,1411,593,1104,995,635,341,187,339,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,769,1024,1275,1329,1319,94,127,541,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,1015,1392,1194,1280,1355,509,133,963,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,413,183,1565,707,1303,1085,172,955,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,1416,874,1011,371,1293,1261,1317,1066,136,901,872,1331,0,0,0,0,0,0,0,0,0,0,0
1123,1315,1086,1368,848,66,295,1200,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,395,839,1527,728,1609,876,1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,1284,68,792,1307,908,567,1016,977,624,1159,0,0,0,0,0,0,0,0,0,0,0,0,0
91,177,1140,592,1172,1519,796,1407,278,1096,441,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,1108,83,715,1511,1051,1341,113,261,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,1448,1486,702,304,519,869,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,919,764,1070,108,336,987,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,812,692,485,776,1017,683,1256,1036,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,785,1022,1000,373,996,1456,484,1057,1526,1152,1631,783,800,405,388,0,0,0,0,0,0,0,0
553,1493,883,666,408,737,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,499,660,340,1262,610,980,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,12,1505,492,1294,1147,1048,1633,1501,1171,696,1192,569,0,0,0,0,0,0,0,0,0,0,0
801,658,1621,64,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,714,1332,256,143,1512,733,5,1593,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,1002,622,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,839,253,1329,1472,852,737,64,1486,999,1347,707,977,833,0,0,0,0,0,0,0,0,0,0
230,1501,929,267,699,1060,834,1251,323,771,1242,1065,622,159,0,0,0,0,0,0,0,0,0,0
172,1287,573,1622,1370,697,82,846,1016,1411,1155,947,119,0,0,0,0,0,0,0,0,0,0,0
591,1535,1423,795,1405,873,708,1132,1331,1384,658,392,1227,0,0,0,0,0,0,0,0,0,0,0
1159,1565,794,901,598,371,240,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,682,1592,1096,530,415,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,667,1027,763,125,1140,1280,113,283,745,713,0,0,0,0,0,0,0,0,0,0,0,0,0
565,1400,1578,134,801,417,798,1426,1037,313,635,997,783,1521,0,0,0,0,0,0,0,0,0,0
1544,585,1557,1092,976,339,1119,1124,570,1385,413,683,1258,0,0,0,0,0,0,0,0,0,0,0
1555,883,935,372,278,1332,341,1524,1203,600,1158,0,0,0,0,0,0,0,0,0,0,0,0,0
210,249,55,1017,728,179,1395,1345,1368,637,1451,390,1199,439,0,0,0,0,0,0,0,0,0,0
188,265,1456,497,1171,446,1098,1315,1488,919,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
177,796,1275,861,543,494,869,1125,847,955,1609,0,0,0,0,0,0,0,0,0,0,0,0,0
691,1307,1605,226,1000,1408,1628,590,67,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,299,136,429,559,1448,1260,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,580,483,593,1351,812,769,442,878,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,1373,1587,340,1374,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,916,1356,261,68,1112,606,1512,194,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,755,989,395,1221,670,1436,1511,425,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,1319,1440,280,307,994,895,407,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,348,143,1505,546,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,437,91,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,848,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,689,360,1407,198,304,386,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,561,10,327,682,1328,593,623,1088,1016,496,198,1139,1315,407,299,0,0,0,0,0,0,0,0
