407,1243,1301,689,137,437,0,0,0,0,0,0,0,0,0
392,1075,63,885,0,0,0,0,0,0,0,0,0,0,0
175,994,1272,1581,723,0,0,0,0,0,0,0,0,0,0
839,211,1408,1407,0,0,0,0,0,0,0,0,0,0,0
211,497,1395,999,1139,754,437,1395,0,0,0,0,0,0,0
1144,1088,1065,1031,1112,839,1327,1326,916,682,509,1242,834,0,0
316,200,1456,1287,639,1203,0,0,0,0,0,0,0,0,0
139,410,660,686,441,809,752,0,0,0,0,0,0,0,0
724,313,996,873,1158,987,0,0,0,0,0,0,0,0,0
1629,1408,467,1581,1631,0,0,0,0,0,0,0,0,0,0
1620,442,1124,83,1272,226,0,0,0,0,0,0,0,0,0
1384,119,495,893,792,373,567,1250,0,0,0,0,0,0,0
1403,847,392,769,1013,1036,33,570,0,0,0,0,0,0,0
1048,108,360,662,0,0,0,0,0,0,0,0,0,0,0
188,248,661,171,435,0,0,0,0,0,0,0,0,0,0
1373,1414,6,341,-1,1301,0,0,0,0,0,0,0,0,0
569,793,179,1351,187,645,1009,0,0,0,0,0,0,0,0
1271,994,0,0,0,0,0,0,0,0,0,0,0,0,0
699,397,766,1415,1260,0,0,0,0,0,0,0,0,0,0
371,240,1282,1333,0,0,0,0,0,0,0,0,0,0,0
599,1618,977,715,1070,0,0,0,0,0,0,0,0,0,0
761,546,829,0,0,0,0,0,0,0,0,0,0,0,0
606,1357,372,113,935,1546,1545,1511,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,280,1125,307,771,134,1171,0,0,0,0,0,0,0,0
1035,1171,559,794,1261,24,590,0,0,0,0,0,0,0,0
1312,614,1070,12,0,0,0,0,0,0,0,0,0,0,0
1358,728,1251,142,1533,199,1087,0,0,0,0,0,0,0,0
1016,935,1075,177,325,1219,401,91,620,0,0,0,0,0,0
131,1301,713,1593,1251,1341,1312,403,912,316,0,0,0,0,0
590,1562,591,963,46,749,776,833,1184,1176,0,0,0,0,0
848,792,827,1329,0,0,0,0,0,0,0,0,0,0,0
343,248,1080,752,1293,1533,783,1238,0,0,0,0,0,0,0
718,175,840,804,1282,600,139,0,0,0,0,0,0,0,0
1581,1326,108,1618,1608,0,0,0,0,0,0,0,0,0,0
623,982,593,29,83,368,0,0,0,0,0,0,0,0,0
937,1032,1036,601,843,390,1609,125,1456,726,861,0,0,0,0
642,1468,708,994,315,340,159,109,0,0,0,0,0,0,0
1113,1395,1440,1438,1089,1066,0,0,0,0,0,0,0,0,0
198,1152,397,1505,0,0,0,0,0,0,0,0,0,0,0
159,519,1403,162,666,0,0,0,0,0,0,0,0,0,0
442,392,441,133,1171,1636,1287,0,0,0,0,0,0,0,0
1242,1392,35,778,0,0,0,0,0,0,0,0,0,0,0
371,1172,1171,766,940,0,0,0,0,0,0,0,0,0,0
839,200,388,769,0,0,0,0,0,0,0,0,0,0,0
1388,661,372,1197,947,55,0,0,0,0,0,0,0,0,0
183,1039,1044,731,0,0,0,0,0,0,0,0,0,0,0
483,580,994,1414,299,737,0,0,0,0,0,0,0,0,0
1261,1065,1407,974,258,179,0,0,0,0,0,0,0,0,0
494,1315,1620,728,1461,847,0,0,0,0,0,0,0,0,0
435,373,823,1327,0,0,0,0,0,0,0,0,0,0,0
834,1000,575,0,0,0,0,0,0,0,0,0,0,0,0
-1,38,315,1260,1496,1035,783,684,125,0,0,0,0,0,0
1635,834,1009,336,339,441,325,734,731,778,1555,0,0,0,0
1544,972,1371,136,771,953,0,0,0,0,0,0,0,0,0
104,235,719,883,666,661,0,0,0,0,0,0,0,0,0
995,994,996,1183,1468,0,0,0,0,0,0,0,0,0,0
1315,494,495,879,0,0,0,0,0,0,0,0,0,0,0
280,413,1461,1357,1172,392,63,1075,0,0,0,0,0,0,0
86,662,932,935,0,0,0,0,0,0,0,0,0,0,0
846,606,108,919,790,682,12,490,1112,0,0,0,0,0,0
1312,1629,200,833,1075,113,1368,341,0,0,0,0,0,0,0
1411,849,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,1545,139,24,590,0,0,0,0,0,0,0,0,0,0
203,691,1088,343,567,0,0,0,0,0,0,0,0,0,0
198,1620,977,976,893,0,0,0,0,0,0,0,0,0,0
1456,908,794,1326,1132,598,425,0,0,0,0,0,0,0,0
1258,179,637,1395,0,0,0,0,0,0,0,0,0,0,0
1511,1369,397,0,0,0,0,0,0,0,0,0,0,0,0
553,435,821,1152,249,501,974,1546,0,0,0,0,0,0,0
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,1243,801,6,1036,1000,1565,1608,0,0,0,0,0,0,0
261,253,761,1329,0,0,0,0,0,0,0,0,0,0,0
188,766,171,0,0,0,0,0,0,0,0,0,0,0,0
371,738,627,1287,800,0,0,0,0,0,0,0,0,0,0
405,873,358,749,46,1224,1021,1238,0,0,0,0,0,0,0
1258,1085,1088,1108,1027,812,88,1016,0,0,0,0,0,0,0
346,383,94,267,1148,994,127,1625,1636,623,139,0,0,0,0
1256,804,1546,1544,1460,1262,792,732,929,104,0,0,0,0,0
1080,1608,1611,1631,442,1312,0,0,0,0,0,0,0,0,0
840,987,778,972,1621,746,0,0,0,0,0,0,0,0,0
1356,1357,1486,0,0,0,0,0,0,0,0,0,0,0,0
553,109,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,187,916,1620,977,0,0,0,0,0,0,0,0,0,0
179,200,601,1124,590,796,1132,1456,0,0,0,0,0,0,0
1017,168,84,169,576,839,734,919,6,0,0,0,0,0,0
1349,519,1333,827,0,0,0,0,0,0,0,0,0,0,0
1555,559,869,847,795,136,198,0,0,0,0,0,0,0,0
39,667,766,68,728,1358,901,0,0,0,0,0,0,0,0
666,1087,143,133,1581,1086,1562,0,0,0,0,0,0,0,0
388,530,699,1272,1580,1104,0,0,0,0,0,0,0,0,0
1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,401,278,654,833,606,846,821,565,569,1051,497,0,0,0
1329,407,437,1496,719,1139,0,0,0,0,0,0,0,0,0
240,1092,1250,794,1171,100,0,0,0,0,0,0,0,0,0
413,307,1060,662,1609,467,372,1388,0,0,0,0,0,0,0
605,1119,637,157,1407,325,171,1628,509,508,0,0,0,0,0
1545,1629,211,0,0,0,0,0,0,0,0,0,0,0,0
280,885,164,843,0,0,0,0,0,0,0,0,0,0,0
1139,429,1200,0,0,0,0,0,0,0,0,0,0,0,0
1011,1371,1440,1275,1260,1333,959,127,769,338,0,0,0,0,0
1328,1405,39,869,1242,323,0,0,0,0,0,0,0,0,0
340,1021,624,840,713,0,0,0,0,0,0,0,0,0,0
199,804,1369,395,315,0,0,0,0,0,0,0,0,0,0
675,590,763,437,782,937,932,1327,0,0,0,0,0,0,0
100,307,441,280,24,1524,495,0,0,0,0,0,0,0,0
1243,390,766,0,0,0,0,0,0,0,0,0,0,0,0
1370,919,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1144,0,0,0,0,0,0,0,0,0,0,0,0,0
372,976,1411,-1,1403,0,0,0,0,0,0,0,0,0,0
175,684,728,0,0,0,0,0,0,0,0,0,0,0,0
1496,1293,327,1520,654,749,46,0,0,0,0,0,0,0,0
908,1422,447,164,827,1172,0,0,0,0,0,0,0,0,0
1395,194,796,0,0,0,0,0,0,0,0,0,0,0,0
821,388,977,1176,0,0,0,0,0,0,0,0,0,0,0
316,5,1545,1611,0,0,0,0,0,0,0,0,0,0,0
497,843,1460,1461,1125,1532,0,0,0,0,0,0,0,0,0
1329,86,604,715,883,0,0,0,0,0,0,0,0,0,0
467,833,846,614,397,0,0,0,0,0,0,0,0,0,0
508,696,442,1013,0,0,0,0,0,0,0,0,0,0,0
431,6,565,0,0,0,0,0,0,0,0,0,0,0,0
1271,1061,348,1317,1388,0,0,0,0,0,0,0,0,0,0
1096,1203,541,1587,0,0,0,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,796,960,1392,198,82,1282,283,0,0,0,0,0,0,0
179,323,1405,512,1261,746,783,261,661,733,0,0,0,0,0
706,108,861,339,373,766,627,738,675,1351,0,0,0,0,0
637,496,1587,1124,1047,1006,1125,0,0,0,0,0,0,0,0
761,702,1152,1345,125,55,353,0,0,0,0,0,0,0,0
840,839,109,847,248,249,1013,0,0,0,0,0,0,0,0
188,708,833,1061,947,0,0,0,0,0,0,0,0,0,0
86,982,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,1284,1486,718,0,0,0,0,0,0,0,0,0,0,0
476,833,1017,1317,407,977,1272,467,0,0,0,0,0,0,0
134,435,684,1144,0,0,0,0,0,0,0,0,0,0,0
1183,771,253,1605,0,0,0,0,0,0,0,0,0,0,0
86,1581,1620,778,1440,0,0,0,0,0,0,0,0,0,0
157,1148,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,1184,1171,635,159,1628,980,1609,0,0,0,0,0,0,0
827,628,1625,164,696,447,203,0,0,0,0,0,0,0,0
570,136,670,633,466,0,0,0,0,0,0,0,0,0,0
1065,429,1079,622,1143,187,0,0,0,0,0,0,0,0,0
63,885,1312,1301,499,24,0,0,0,0,0,0,0,0,0
794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,388,1408,0,0,0,0,0,0,0,0,0,0,0,0
1355,184,1395,849,1331,1478,1192,620,10,336,0,0,0,0,0
1111,183,1075,1003,565,821,0,0,0,0,0,0,0,0,0
569,1125,1149,1536,392,299,737,340,64,0,0,0,0,0,0
405,820,963,1245,1420,1242,1382,1113,0,0,0,0,0,0,0
620,592,1605,796,520,134,1284,0,0,0,0,0,0,0,0
1370,177,795,893,614,425,0,0,0,0,0,0,0,0,0
248,766,761,1562,1243,834,1170,437,0,0,0,0,0,0,0
974,861,843,804,0,0,0,0,0,0,0,0,0,0,0
378,1006,1149,492,0,0,0,0,0,0,0,0,0,0,0
800,715,1227,1275,1260,692,999,254,383,327,0,0,0,0,0
1587,368,1493,553,0,0,0,0,0,0,0,0,0,0,0
598,159,997,857,1371,1011,12,874,1261,512,0,0,0,0,0
86,982,1448,113,733,1108,1250,235,1405,821,0,0,0,0,0
131,628,169,1251,1303,1515,585,876,0,0,0,0,0,0,0
278,267,873,1092,1349,932,341,0,0,0,0,0,0,0,0
1070,13,1341,1392,953,496,0,0,0,0,0,0,0,0,0
1356,1355,162,1017,179,392,1112,0,0,0,0,0,0,0,0
1593,1327,240,0,0,0,0,0,0,0,0,0,0,0,0
1608,661,1609,1258,1400,0,0,0,0,0,0,0,0,0,0
929,508,133,346,1048,435,1317,1440,0,0,0,0,0,0,0
812,1009,108,519,0,0,0,0,0,0,0,0,0,0,0
125,83,175,627,543,1282,0,0,0,0,0,0,0,0,0
1636,1147,0,0,0,0,0,0,0,0,0,0,0,0,0
829,1312,1301,737,713,230,858,869,198,0,0,0,0,0,0
724,622,39,66,401,0,0,0,0,0,0,0,0,0,0
1192,1076,637,499,833,476,0,0,0,0,0,0,0,0,0
157,728,606,1388,372,1478,0,0,0,0,0,0,0,0,0
796,874,476,1119,280,495,1319,559,1358,169,576,91,292,1148,0
1420,1260,315,0,0,0,0,0,0,0,0,0,0,0,0
858,1287,1293,1488,628,0,0,0,0,0,0,0,0,0,0
1436,373,929,843,541,916,1295,878,0,0,0,0,0,0,0
1245,872,397,959,1271,1580,0,0,0,0,0,0,0,0,0
431,1328,598,0,0,0,0,0,0,0,0,0,0,0,0
900,372,162,1341,0,0,0,0,0,0,0,0,0,0,0
1262,483,590,1294,388,388,108,606,0,0,0,0,0,0,0
179,1312,749,55,1427,1051,0,0,0,0,0,0,0,0,0
530,1461,1581,35,1155,1202,1282,341,764,834,0,0,0,0,0
1557,755,654,0,0,0,0,0,0,0,0,0,0,0,0
157,343,1609,254,258,0,0,0,0,0,0,0,0,0,0
848,553,6,0,0,0,0,0,0,0,0,0,0,0,0
1592,888,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,1622,53,46,442,570,763,83,0,0,0,0,0,0,0
662,827,520,24,0,0,0,0,0,0,0,0,0,0,0
1243,1496,963,833,1143,1037,338,0,0,0,0,0,0,0,0
1147,999,675,728,1251,67,599,467,0,0,0,0,0,0,0
976,1460,446,752,-1,940,435,977,0,0,0,0,0,0,0
771,935,661,253,0,0,0,0,0,0,0,0,0,0,0
1416,184,821,0,0,0,0,0,0,0,0,0,0,0,0
200,-1,12,620,1620,1272,1456,0,0,0,0,0,0,0,0
1032,429,0,0,0,0,0,0,0,0,0,0,0,0,0
622,1301,1171,785,134,0,0,0,0,0,0,0,0,0,0
1171,1628,1287,1293,1606,1027,667,1420,39,871,0,0,0,0,0
737,407,1536,179,1312,401,0,0,0,0,0,0,0,0,0
1478,658,635,63,1319,752,431,0,0,0,0,0,0,0,0
745,1460,0,0,0,0,0,0,0,0,0,0,0,0,0
109,38,1626,498,0,0,0,0,0,0,0,0,0,0,0
492,1176,341,916,1086,0,0,0,0,0,0,0,0,0,0
976,569,497,397,919,0,0,0,0,0,0,0,0,0,0
1227,1242,593,1625,1219,0,0,0,0,0,0,0,0,0,0
494,499,373,0,0,0,0,0,0,0,0,0,0,0,0
1243,963,512,1199,1609,1031,1521,843,846,0,0,0,0,0,0
336,782,778,567,849,953,908,520,61,0,0,0,0,0,0
575,1152,0,0,0,0,0,0,0,0,0,0,0,0,0
783,64,960,790,327,0,0,0,0,0,0,0,0,0,0
1143,1331,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,570,1229,1132,0,0,0,0,0,0,0,0,0,0,0
1061,600,1170,0,0,0,0,0,0,0,0,0,0,0,0
1405,12,13,1024,0,0,0,0,0,0,0,0,0,0,0
509,425,947,55,0,0,0,0,0,0,0,0,0,0,0
175,194,265,738,0,0,0,0,0,0,0,0,0,0,0
372,136,1301,0,0,0,0,0,0,0,0,0,0,0,0
1080,812,827,1294,0,0,0,0,0,0,0,0,0,0,0
442,872,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,1605,873,340,633,1631,1307,1629,0,0,0,0,0,0,0
839,873,776,1496,1031,390,187,0,0,0,0,0,0,0,0
235,635,1557,1092,0,0,0,0,0,0,0,0,0,0,0
1312,1345,598,1152,1202,1242,0,0,0,0,0,0,0,0,0
1326,258,340,691,660,0,0,0,0,0,0,0,0,0,0
1493,553,1245,1347,987,699,1527,392,633,0,0,0,0,0,0
1080,1368,1581,1411,368,35,0,0,0,0,0,0,0,0,0
134,175,940,1456,1197,1587,620,56,1524,0,0,0,0,0,0
1280,1017,417,199,0,0,0,0,0,0,0,0,0,0,0
1149,1125,728,1032,1331,91,0,0,0,0,0,0,0,0,0
1536,1089,497,0,0,0,0,0,0,0,0,0,0,0,0
900,384,415,1088,1395,1176,0,0,0,0,0,0,0,0,0
885,61,498,543,0,0,0,0,0,0,0,0,0,0,0
1113,1382,64,407,1282,1171,1423,0,0,0,0,0,0,0,0
1243,1024,248,0,0,0,0,0,0,0,0,0,0,0,0
585,670,35,0,0,0,0,0,0,0,0,0,0,0,0
1192,66,397,0,0,0,0,0,0,0,0,0,0,0,0
1070,435,6,559,0,0,0,0,0,0,0,0,0,0,0
995,1260,994,606,565,131,0,0,0,0,0,0,0,0,0
5,442,794,761,1415,872,145,343,0,0,0,0,0,0,0
1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,184,858,283,1438,733,935,1400,0,0,0,0,0,0,0
1087,299,666,764,304,0,0,0,0,0,0,0,0,0,0
437,745,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,164,447,0,0,0,0,0,0,0,0,0,0,0,0
1438,175,371,100,13,1355,916,932,1049,476,0,0,0,0,0
1625,1089,633,1011,12,706,1232,1312,0,0,0,0,0,0,0
1565,997,159,519,1349,1536,1581,66,1295,1139,771,0,0,0,0
959,888,1173,846,0,0,0,0,0,0,0,0,0,0,0
866,593,1060,1272,467,794,0,0,0,0,0,0,0,0,0
313,763,792,1620,145,0,0,0,0,0,0,0,0,0,0
184,307,1035,1388,0,0,0,0,0,0,0,0,0,0,0
1415,1562,989,1440,466,1199,559,0,0,0,0,0,0,0,0
728,1358,553,164,1019,1368,745,0,0,0,0,0,0,0,0
1292,1331,766,1403,1608,0,0,0,0,0,0,0,0,0,0
1061,494,179,39,900,1250,0,0,0,0,0,0,0,0,0
852,878,922,0,0,0,0,0,0,0,0,0,0,0,0
336,1119,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,1194,1261,1260,397,1332,769,1572,0,0,0,0,0,0,0
995,292,390,0,0,0,0,0,0,0,0,0,0,0,0
1132,1144,1275,628,24,0,0,0,0,0,0,0,0,0,0
1533,1287,139,1580,216,637,0,0,0,0,0,0,0,0,0
820,1203,341,512,0,0,0,0,0,0,0,0,0,0,0
1113,857,658,198,1152,497,0,0,0,0,0,0,0,0,0
304,1609,1098,46,749,194,0,0,0,0,0,0,0,0,0
1002,675,0,0,0,0,0,0,0,0,0,0,0,0,0
782,821,0,0,0,0,0,0,0,0,0,0,0,0,0
733,1125,1374,5,809,0,0,0,0,0,0,0,0,0,0
1013,442,0,0,0,0,0,0,0,0,0,0,0,0,0
339,559,1243,1565,591,520,172,6,565,666,431,0,0,0,0
1087,104,691,785,0,0,0,0,0,0,0,0,0,0,0
431,576,1609,442,1301,358,852,0,0,0,0,0,0,0,0
1581,723,1626,38,715,431,0,0,0,0,0,0,0,0,0
1580,1271,86,1625,1089,171,0,0,0,0,0,0,0,0,0
1199,1555,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,1524,13,541,843,1438,0,0,0,0,0,0,0,0,0
1460,1631,1356,1319,782,0,0,0,0,0,0,0,0,0,0
783,29,64,1170,1065,692,0,0,0,0,0,0,0,0,0
509,916,1468,1349,0,0,0,0,0,0,0,0,0,0,0
1292,1368,737,211,708,1261,620,1333,0,0,0,0,0,0,0
1215,1628,0,0,0,0,0,0,0,0,0,0,0,0,0
874,733,963,1635,1019,839,919,0,0,0,0,0,0,0,0
1258,579,1385,84,226,0,0,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,1016,618,0,0,0,0,0,0,0,0,0,0,0,0
194,1192,1611,0,0,0,0,0,0,0,0,0,0,0,0
1347,592,1250,0,0,0,0,0,0,0,0,0,0,0,0
485,833,499,1411,1512,654,0,0,0,0,0,0,0,0,0
1629,995,1448,1260,0,0,0,0,0,0,0,0,0,0,0
885,63,157,0,0,0,0,0,0,0,0,0,0,0,0
1392,1194,764,1238,0,0,0,0,0,0,0,0,0,0,0
1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,119,145,1478,12,1192,194,497,659,0,0,0,0,0,0
622,627,839,1415,947,1132,675,895,639,261,0,0,0,0,0
1092,63,885,171,604,467,1581,1242,1520,1438,166,0,0,0,0
559,1395,495,1307,769,591,1618,846,1049,734,0,0,0,0,0
997,997,159,0,0,0,0,0,0,0,0,0,0,0,0
1051,5,733,715,1329,876,821,0,0,0,0,0,0,0,0
1258,1089,691,1215,1468,0,0,0,0,0,0,0,0,0,0
1209,623,1384,0,0,0,0,0,0,0,0,0,0,0,0
113,1238,593,1628,782,0,0,0,0,0,0,0,0,0,0
304,861,764,785,682,1031,0,0,0,0,0,0,0,0,0
1581,778,1301,0,0,0,0,0,0,0,0,0,0,0,0
1071,1271,1272,0,0,0,0,0,0,0,0,0,0,0,0
1027,670,0,0,0,0,0,0,0,0,0,0,0,0,0
339,541,804,0,0,0,0,0,0,0,0,0,0,0,0
371,766,46,749,0,0,0,0,0,0,0,0,0,0,0
1140,1087,1368,494,-1,1080,0,0,0,0,0,0,0,0,0
188,1535,0,0,0,0,0,0,0,0,0,0,0,0,0
872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,6,75,157,253,0,0,0,0,0,0,0,0,0,0
1143,13,-1,-1,143,1251,169,0,0,0,0,0,0,0,0
697,29,476,383,1501,988,0,0,0,0,0,0,0,0,0
258,620,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,1621,723,0,0,0,0,0,0,0,0,0,0,0,0
878,569,637,435,0,0,0,0,0,0,0,0,0,0,0
1171,134,1312,1125,1149,29,55,1132,1620,1170,0,0,0,0,0
157,1501,1451,922,0,0,0,0,0,0,0,0,0,0,0
1016,1048,169,431,1530,0,0,0,0,0,0,0,0,0,0
64,84,235,1545,635,64,315,1332,1546,0,0,0,0,0,0
839,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,794,1098,1369,94,1349,336,0,0,0,0,0,0,0,0
976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,1089,848,888,323,924,0,0,0,0,0,0,0,0,0
415,1636,327,1096,0,0,0,0,0,0,0,0,0,0,0
974,1044,46,843,1147,299,0,0,0,0,0,0,0,0,0
718,1351,441,0,0,0,0,0,0,0,0,0,0,0,0
280,179,442,0,0,0,0,0,0,0,0,0,0,0,0
1503,1536,1341,714,0,0,0,0,0,0,0,0,0,0,0
395,1158,373,1503,0,0,0,0,0,0,0,0,0,0,0
1245,162,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,876,0,0,0,0,0,0,0,0,0,0,0,0,0
407,484,1486,1522,760,0,0,0,0,0,0,0,0,0,0
410,61,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1070,1488,0,0,0,0,0,0,0,0,0,0,0,0
1292,1395,691,0,0,0,0,0,0,0,0,0,0,0,0
763,963,5,6,0,0,0,0,0,0,0,0,0,0,0
1272,1580,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,733,783,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,203,858,599,706,601,1002,654,980,169,316,1076,724,821,584
1016,372,127,760,91,476,1075,620,627,0,0,0,0,0,0
442,490,764,1395,1143,963,1066,0,0,0,0,0,0,0,0
