39,348,667,323,924,1087,373,624,929,1331,230,307,1609,1626,328,0,0,0,0,0,0,0,0
901,1312,1111,1144,598,1294,1544,1192,1106,1508,308,0,0,0,0,0,0,0,0,0,0,0,0
601,1565,199,793,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,1635,1522,488,728,1292,1633,1209,125,1037,1400,1351,0,0,0,0,0,0,0,0,0,0,0
1440,1395,1382,800,1048,425,553,1245,1092,1557,996,38,24,405,0,0,0,0,0,0,0,0,0
858,159,573,605,707,994,131,771,715,960,1019,55,576,338,912,0,0,0,0,0,0,0,0
857,1326,226,1420,1349,724,1203,501,1096,637,1017,1407,1155,0,0,0,0,0,0,0,0,0,0
1076,316,1343,1535,1242,995,1368,240,175,570,782,0,0,0,0,0,0,0,0,0,0,0,0
982,1232,468,519,932,437,675,133,972,1184,1327,1332,278,0,0,0,0,0,0,0,0,0,0
1329,67,1152,1486,633,1546,1159,654,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,1524,1013,745,666,509,509,508,1625,659,82,1526,1287,1293,697,812,0,0,0,0,0,0,0
53,1622,343,1370,466,1369,1044,1536,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,484,249,198,442,265,94,916,12,852,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,977,1317,86,1272,1448,280,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,976,592,754,429,88,1016,623,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,35,874,1527,1070,569,1358,1530,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,1262,1227,84,1132,947,1478,1002,255,395,726,1636,304,0,0,0,0,0,0,0,0,0,0
1221,719,388,541,567,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,1307,1301,1562,937,590,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,162,1621,492,1629,33,848,109,490,755,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1243,447,392,1260,1511,315,1086,340,1194,1581,113,431,0,0,0,0,0,0,0,0,0,0
1197,376,658,1071,602,145,66,211,386,378,483,6,483,0,0,0,0,0,0,0,0,0,0
1125,299,1031,980,783,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,1261,1256,1384,1620,794,1580,46,368,210,0,0,0,0,0,0,0,0,0,0,0,0,0
425,1275,483,442,901,1098,91,1044,1436,1079,378,91,401,870,0,0,0,0,0,0,0,0,0
620,198,249,800,1093,1307,1358,1087,734,1275,1080,388,389,0,0,0,0,0,0,0,0,0,0
1508,188,407,1620,794,315,490,5,371,879,119,308,0,0,0,0,0,0,0,0,0,0,0
179,1312,567,1260,995,1261,987,708,400,1345,1555,1544,1002,977,0,0,0,0,0,0,0,0,0
447,164,1096,255,304,628,598,675,6,10,807,1511,601,0,0,0,0,0,0,0,0,0,0
1519,1400,1202,1070,61,760,494,719,820,1326,0,0,0,0,0,0,0,0,0,0,0,0,0
796,1629,1159,1000,1535,1606,1287,1503,785,594,1626,0,0,0,0,0,0,0,0,0,0,0,0
427,1203,1611,392,1358,1017,846,960,133,546,829,1049,0,0,0,0,0,0,0,0,0,0,0
100,353,1373,1456,869,1423,134,610,100,858,857,226,0,0,0,0,0,0,0,0,0,0,0
139,988,682,1625,1048,340,1260,1242,778,373,265,575,1625,1384,0,0,0,0,0,0,0,0,0
839,199,1149,1461,728,1626,210,922,248,1635,113,0,0,0,0,0,0,0,0,0,0,0,0
1329,1395,358,492,1143,989,1197,1395,1405,235,0,0,0,0,0,0,0,0,0,0,0,0,0
439,726,697,84,75,1369,1524,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,86,431,749,46,1557,1246,171,937,1256,1011,1303,145,1111,0,0,0,0,0,0,0,0,0
446,495,1621,530,139,809,1294,38,1061,606,637,1013,485,1224,873,0,0,0,0,0,0,0,0
1209,718,1581,793,940,240,738,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,592,635,1144,888,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,623,912,761,1258,666,1414,872,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,670,1426,706,1221,484,1004,323,1545,1243,-1,553,1512,1427,0,0,0,0,0,0,0,0,0
996,328,1071,1251,576,1332,1581,723,559,348,848,0,0,0,0,0,0,0,0,0,0,0,0
1152,1284,68,338,261,947,162,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,879,974,1460,1125,737,1170,1536,415,565,410,1374,1272,0,0,0,0,0,0,0,0,0,0
280,1119,1250,590,782,24,821,435,157,64,1243,1407,1411,325,766,0,0,0,0,0,0,0,0
1527,605,1403,278,1408,963,441,1370,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,1343,1622,1013,645,415,198,996,752,1293,327,579,645,175,660,0,0,0,0,0,0,0,0
737,210,974,133,378,622,641,230,235,1152,1260,401,660,0,0,0,0,0,0,0,0,0,0
131,261,316,605,715,261,1581,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,883,67,1526,1108,283,1159,1326,901,392,53,745,0,0,0,0,0,0,0,0,0,0,0
139,1287,199,496,267,1545,1060,304,622,1370,827,1520,0,0,0,0,0,0,0,0,0,0,0
384,1194,1000,187,1192,852,963,1243,1635,1544,488,848,1080,0,0,0,0,0,0,0,0,0,0
1332,401,870,874,541,216,100,1148,606,755,755,0,0,0,0,0,0,0,0,0,0,0,0
75,183,12,1488,847,728,1044,1423,1227,628,1280,1066,1332,614,494,0,0,0,0,0,0,0,0
104,292,499,442,723,1373,1104,410,1626,683,46,749,0,0,0,0,0,0,0,0,0,0,0
1358,559,675,1125,719,1221,1224,1086,1301,66,145,61,1019,1199,240,0,0,0,0,0,0,0,0
509,24,38,323,1405,253,388,113,798,801,1587,466,0,0,0,0,0,0,0,0,0,0,0
405,315,598,1144,829,696,1035,1385,1478,658,1144,0,0,0,0,0,0,0,0,0,0,0,0
997,520,1294,873,1557,1047,484,1369,1369,977,265,581,255,295,0,0,0,0,0,0,0,0,0
570,940,508,987,168,1065,782,1021,437,346,390,1229,33,313,125,0,0,0,0,0,0,0,0
94,211,1460,1631,1271,1272,1242,397,1238,1535,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1155,119,368,1143,278,654,908,83,519,1092,325,591,1312,637,0,0,0,0,0,0,0,0
386,1426,972,809,1076,947,1357,807,1172,989,1351,336,447,164,13,0,0,0,0,0,0,0,0
1256,1317,1633,328,620,1197,194,738,1519,567,706,492,635,162,0,0,0,0,0,0,0,0,0
1002,429,1436,843,1275,980,1024,143,429,63,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,360,1149,1096,667,754,912,403,1349,441,240,0,0,0,0,0,0,0,0,0,0,0,0
682,575,960,592,995,714,1027,1605,624,5,1611,0,0,0,0,0,0,0,0,0,0,0,0
684,175,872,39,348,1440,299,1124,179,1203,1261,1621,546,0,0,0,0,0,0,0,0,0,0
1119,1448,280,1170,1384,849,1331,1250,1089,1532,724,0,0,0,0,0,0,0,0,0,0,0,0
171,697,734,764,590,1070,372,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,1581,1456,1415,82,901,1622,187,1351,692,792,495,977,1411,1066,912,1327,0,0,0,0,0,0
1625,1098,429,1092,400,283,1620,295,187,675,429,1593,754,0,0,0,0,0,0,0,0,0,0
1307,495,989,618,895,670,567,1260,995,467,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,628,1524,801,1194,1203,1355,1112,179,697,53,670,821,108,131,435,0,0,0,0,0,0,0
340,315,1295,874,796,177,876,1438,849,1384,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,235,575,1422,64,737,795,1392,304,139,446,175,1440,63,0,0,0,0,0,0,0,0,0
1532,745,162,1626,696,1436,453,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,1006,1149,166,1219,316,1546,38,846,726,1170,1158,499,0,0,0,0,0,0,0,0,0,0
1148,1238,1358,1086,573,39,894,1070,13,38,1287,746,696,1407,39,0,0,0,0,0,0,0,0
405,955,1328,12,535,1076,1021,752,1636,1199,827,719,1227,142,1505,0,0,0,0,0,0,0,0
