12,441,1609,94,267,91,1456,1633,64,947,1170,1049,599,785,778,1256,1546,0,0,0,0,0,0,0,0
1088,541,749,637,442,1139,1079,82,689,1408,795,707,81,1411,0,0,0,0,0,0,0,0,0,0,0
1408,1533,1384,614,1358,1328,702,800,179,584,754,137,1555,134,0,0,0,0,0,0,0,0,0,0,0
145,119,683,1295,67,1238,1593,143,1303,573,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1272,901,794,131,659,790,857,795,821,226,1089,497,1580,697,0,0,0,0,0,0,0,0,0,0
187,325,258,437,1524,1017,1385,405,1036,46,1027,1527,1144,1584,0,0,0,0,0,0,0,0,0,0,0
1508,670,1227,546,1117,866,848,1405,1545,879,255,839,-1,624,977,1545,1456,0,0,0,0,0,0,0,0
1124,1438,1093,6,1104,1158,1086,600,1536,1111,1232,483,0,0,0,0,0,0,0,0,0,0,0,0,0
397,900,1224,662,912,1329,929,900,987,328,1373,315,0,0,0,0,0,0,0,0,0,0,0,0,0
745,994,261,861,198,1261,495,870,782,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,199,1048,1209,1065,1261,1250,1530,1021,874,1392,1332,1287,1636,0,0,0,0,0,0,0,0,0,0,0
29,1347,1095,1215,427,1031,490,1016,635,171,989,888,1132,55,692,0,0,0,0,0,0,0,0,0,0
737,1301,392,579,792,1628,1427,494,1258,278,169,388,873,1622,0,0,0,0,0,0,0,0,0,0,0
1581,1511,157,1635,223,1369,1526,184,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,184,1087,667,1098,785,691,1624,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,415,605,307,429,35,407,1158,814,1183,520,66,403,0,0,0,0,0,0,0,0,0,0,0,0
1562,684,728,1013,1395,299,843,963,974,713,249,893,1451,807,0,0,0,0,0,0,0,0,0,0,0
1608,283,373,771,935,684,620,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,1460,38,1505,5,559,1280,1448,280,1203,78,598,858,1622,61,0,0,0,0,0,0,0,0,0,0
162,829,1312,1229,1047,435,623,1416,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,1076,846,313,980,384,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,755,1468,159,1113,466,1370,601,1629,809,417,606,1080,1172,1370,38,0,0,0,0,0,0,0,0,0
1317,136,734,696,340,995,769,1493,390,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,1527,1611,1292,1060,498,639,1557,883,113,1262,1242,1522,1486,40,0,0,0,0,0,0,0,0,0,0
707,879,989,1075,1013,299,659,1333,834,1229,1251,520,38,733,401,547,413,591,179,0,0,0,0,0,0
304,1317,963,1395,343,1002,987,1076,714,1520,872,1086,1611,304,427,0,0,0,0,0,0,0,0,0,0
1400,1519,1243,637,1149,1608,5,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,210,1294,1301,353,692,1088,1080,1403,746,133,1580,1093,809,5,1562,1370,0,0,0,0,0,0,0,0
188,1496,12,1327,1332,1423,1515,1240,188,415,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,172,24,1530,13,1070,745,255,848,417,1415,995,1332,410,313,0,0,0,0,0,0,0,0,0,0
400,804,1628,606,1620,171,839,-1,187,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,488,211,1271,793,1355,307,610,198,249,1392,1545,498,166,499,0,0,0,0,0,0,0,0,0,0
1079,1139,935,258,778,870,1635,478,405,827,403,623,1299,1009,387,0,0,0,0,0,0,0,0,0,0
1503,348,162,86,39,900,633,1202,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,1031,1622,641,53,874,1522,792,1592,682,719,667,794,0,0,0,0,0,0,0,0,0,0,0,0
437,1524,697,425,67,1238,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,718,1374,1486,929,795,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,1493,1125,1461,737,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,846,569,119,1287,771,230,1183,91,1407,5,1227,0,0,0,0,0,0,0,0,0,0,0,0,0
442,1312,1405,1194,157,1049,1626,1036,113,261,895,723,0,0,0,0,0,0,0,0,0,0,0,0,0
199,316,752,1636,1232,1436,624,88,1016,1448,46,10,959,1184,0,0,0,0,0,0,0,0,0,0,0
35,1357,1411,431,977,833,1144,1032,397,133,143,1440,1315,1258,1219,1159,1456,1332,1329,0,0,0,0,0,0
386,999,295,728,1609,559,494,1295,1048,512,-1,1192,996,83,1621,466,519,1061,0,0,0,0,0,0,0
1108,976,1633,754,1422,265,916,840,1345,541,283,599,573,476,796,0,0,0,0,0,0,0,0,0,0
1438,1148,760,1011,-1,1147,932,1349,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,1478,858,1280,509,1215,937,278,662,1140,1284,708,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,328,1544,63,885,1145,1371,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,790,446,327,64,119,782,248,1535,497,660,1117,873,1092,0,0,0,0,0,0,0,0,0,0,0
136,1526,1527,46,1438,1369,171,442,1388,1349,1173,1299,970,340,580,1330,0,0,0,0,0,0,0,0,0
728,606,1312,1031,745,795,509,29,600,1061,308,794,1371,386,1362,338,230,0,0,0,0,0,0,0,0
661,497,113,628,1123,131,1392,405,1203,496,1400,1508,972,1232,53,641,0,0,0,0,0,0,0,0,0
1048,861,1593,1557,1092,240,1621,807,900,1250,1368,883,483,760,974,1093,0,0,0,0,0,0,0,0,0
1148,776,199,682,1002,1295,820,254,339,313,980,1060,360,187,278,1341,1227,397,1183,973,776,1536,0,0,0
1006,1555,1089,1422,1562,1415,200,255,622,1087,1440,754,1331,623,1245,1261,0,0,0,0,0,0,0,0,0
466,885,785,684,783,1140,1194,1159,1080,139,1272,1501,253,55,1065,0,0,0,0,0,0,0,0,0,0
413,658,299,879,1202,515,1611,425,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,876,1629,125,738,358,601,1085,618,895,64,1246,858,977,1326,0,0,0,0,0,0,0,0,0,0
1436,157,1095,1358,1609,1113,1370,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,996,1260,1511,999,702,567,683,642,792,1307,490,435,637,12,1512,0,0,0,0,0,0,0,0,0
746,1382,724,1144,1271,1581,520,1626,24,1635,415,389,543,1519,659,137,166,1229,91,1571,0,0,0,0,0
994,1521,210,1035,1075,1232,143,133,447,1013,1620,846,737,407,0,0,0,0,0,0,0,0,0,0,0
108,248,719,1019,177,1086,929,755,417,1294,809,1125,1280,1592,467,0,0,0,0,0,0,0,0,0,0
829,401,1544,1423,1108,67,635,159,579,390,959,1184,1545,839,211,919,100,605,-1,437,0,0,0,0,0
912,1580,1032,908,778,1408,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,675,1395,235,1405,1460,1357,1139,1242,315,348,1104,1262,226,1608,410,0,0,0,0,0,0,0,0,0
871,541,843,749,1049,599,1403,175,1256,959,10,183,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,1219,585,82,495,446,1587,39,336,1096,1532,292,1243,104,947,-1,66,893,0,0,0,0,0,0,0
662,713,198,793,134,1171,782,1199,1147,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,1088,1215,955,1209,1520,1152,33,610,168,1374,848,573,718,439,295,0,0,0,0,0,0,0,0
764,570,798,283,1496,697,878,484,403,1522,1565,343,0,0,0,0,0,0,0,0,0,0,0,0,0
179,392,916,488,873,1496,1076,584,821,258,960,1117,602,1515,1347,512,723,974,804,0,0,0,0,0,0
1395,1079,771,624,761,627,1356,1021,814,1158,372,1384,987,395,162,1017,689,0,0,0,0,0,0,0,0
839,919,792,508,283,610,33,654,977,932,1123,476,1416,417,1294,919,1275,1371,1011,0,0,0,0,0,0
1628,852,1536,1546,771,485,280,413,995,1260,1415,633,1414,1256,1562,485,29,0,0,0,0,0,0,0,0
