1515,1246,1015,1347,1301,1536,1545,1405,392,6,785,0,0,0,0,0,0,0,0,0,0,0,0
1037,1427,959,175,624,977,1581,567,840,1152,1486,339,0,0,0,0,0,0,0,0,0,0,0
169,88,338,755,1287,446,1292,1022,1158,980,38,0,0,0,0,0,0,0,0,0,0,0,0
82,1400,605,592,1546,763,1262,1149,346,1436,1511,397,683,492,728,283,0,0,0,0,0,0,0
1621,1416,793,1382,13,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1555,1496,495,1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,953,501,974,61,960,1011,610,1031,584,821,999,0,0,0,0,0,0,0,0,0,0,0
1544,1392,639,622,778,812,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,46,413,604,1086,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,1562,883,1331,561,689,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,1098,240,316,1415,33,210,137,732,1173,368,994,885,0,0,0,0,0,0,0,0,0,0
820,91,662,106,963,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1488,888,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,378,136,988,66,559,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,754,1628,1620,145,843,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1260,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,1061,265,1092,1565,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,901,691,660,1224,1478,386,119,1535,1200,852,12,834,1345,1622,389,0,0,0,0,0,0,0
35,383,573,804,935,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,869,796,866,696,1629,1524,1384,360,166,0,0,0,0,0,0,0,0,0,0,0,0,0
623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,1351,733,658,84,599,1049,879,91,446,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,1609,159,871,82,1124,1006,415,390,1172,702,1524,1451,641,0,0,0,0,0,0,0,0,0
485,1017,940,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,793,307,1358,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,371,490,29,1461,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,1527,1159,372,929,782,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,346,1440,403,1385,623,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,737,980,812,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,955,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,708,972,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,1519,415,401,1515,447,1629,131,994,1505,579,327,800,580,483,0,0,0,0,0,0,0,0
299,304,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,645,980,496,682,1327,315,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,1061,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,1526,1520,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,1392,499,373,188,145,1330,861,1147,1272,1209,0,0,0,0,0,0,0,0,0,0,0,0
1112,1488,108,1581,172,1149,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,441,1092,1448,1422,1496,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,316,692,1357,1438,988,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,339,395,442,1280,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,1422,1400,959,1184,987,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,1275,1520,895,1440,171,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,498,937,278,728,1358,1149,373,53,1622,982,1331,1292,1501,98,1128,0,0,0,0,0,0,0
731,1478,466,254,654,610,620,292,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,405,1006,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,1271,706,1521,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1070,108,295,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,1347,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,1250,446,919,682,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,1037,184,916,1095,358,606,876,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
