1546,1219,1022,1545,893,1027,417,1299,667,793,771,1544,431,600,732,1609,641,267,64,1125,1108,203,441,922
982,800,590,12,662,520,265,670,1515,1087,1176,820,328,125,707,900,683,1152,561,702,100,769,134,997
142,1194,584,169,495,408,435,137,166,485,1021,1086,908,1621,1076,1327,1622,1345,760,1293,718,726,341,216
814,1521,1620,323,1368,177,1088,1250,1530,794,1140,38,972,66,752,645,403,1400,1159,1448,1535,258,849,1294
790,1312,604,340,397,1618,371,959,1501,230,960,1341,484,1423,343,895,872,13,248,684,415,171,1199,1006
1555,1096,1144,719,977,642,1172,541,869,35,1184,407,188,570,929,1036,253,299,1013,821,1303,553,843,127
1526,1051,1202,1111,1315,1456,442,164,1071,989,104,183,614,1158,210,1037,1330,82,292,602,254,1440,543,1117
410,660,1066,109,1416,1407,937,1343,746,1486,360,159,280,912,530,1427,1011,1057,599,1049,591,401,143,734
240,840,496,1415,1242,796,738,327,389,955,1532,325,199,353,1209,1369,567,1626,1628,392,1536,1238,1061,1085
598,501,1520,1629,1173,372,995,987,1395,1581,749,1451,346,1048,1044,1468,999,861,1262,1385,519,876,592,388
1243,1319,1608,336,569,226,1524,1035,809,24,84,1095,490,1329,83,1148,86,1170,1333,785,807,1197,1092,1371
988,175,857,706,1258,618,338,1221,395,1347,708,1420,573,733,512,834,400,1565,559,1070,1227,108,131,1079
235,661,1519,1606,1113,1370,883,953,996,1024,1512,1060,1411,782,368,1328,437,6,1326,184,947,1357,940,980
136,1143,578,633,565,439,145,308,172,689,1203,994,1633,133,1301,179,1284,1578,1557,488,39,1625,497,1183
1356,1631,878,157,585,1592,1422,798,29,1533,1496,763,885,764,492,682,666,737,879,278,295,390,1275,1408
168,373,1032,974,1271,804,1200,870,1580,754,623,839,919,778,699,1256,1229,91,358,1587,383,852,483,1611
697,1562,53,1392,1472,1505,1414,888,255,1332,1388,713,1593,874,1192,1224,723,476,627,916,776,546,829,348
1403,1307,801,1104,579,384,1002,1000,575,427,68,10,1215,871,249,198,783,1251,1246,63,601,792,1511,1405
1460,1093,139,194,755,846,304,1016,1155,283,812,1478,1245,714,1331,1272,494,1112,429,1139,1098,1065,162,576
1123,313,635,858,405,1488,75,1508,847,745,658,724,499,509,508,963,935,1503,761,1292,119,1384,1287,1438
1522,307,628,795,827,1635,715,1009,696,1280,622,654,1382,1260,315,1089,1493,187,339,1119,316,1636,731,5
1031,498,1132,446,675,1373,67,620,580,88,866,848,976,833,1355,624,1047,1527,593,1075,61,1019,639,606
94,728,1317,211,466,1295,425,1461,1017,637,659,1282,1149,413,467,1232,223,610,33,766,605,1358,386,447
200,1015,1080,691,1147,901,1426,1124,1171,873,1605,261,113,932,55,378,46,1351,1436,1572,692,1261,1374,1349
134,976,315,782,1580,1017,292,104,763,785,198,223,194,940,987,1140,1423,492,1522,509,508,885,1294,1414
1104,1095,113,131,1173,769,682,157,1143,1440,683,392,1486,249,496,179,1199,1503,761,1592,348,567,878,216
912,1076,814,792,997,1508,91,1415,1562,67,307,1060,1200,63,389,159,955,661,400,602,446,519,732,1022
1044,1096,295,790,639,857,1262,733,240,600,1611,1533,1312,10,494,848,304,1061,1271,829,187,1451,125,793
715,1194,484,1048,1527,699,852,1369,1117,1426,386,328,1349,84,498,801,707,660,1593,932,1565,1192,405,336
327,258,1329,383,1351,754,1139,94,38,175,255,1608,1152,427,1272,417,654,980,719,1158,184,313,627,325
