1096,1331,316,982,782,940,696,1051,1330,1000,46,834,403,131,1200,179,211,488,873,1373,1626,66,1557,1565
346,959,39,578,1405,1341,1261,1572,142,82,235,1199,1625,1407,1048,12,1416,745,1384,1087,75,1371,157,1092
1608,658,870,127,1139,1245,1079,829,565,1496,908,254,429,697,1527,427,1303,699,541,1192,485,821,1456,932
641,1622,1422,10,1148,497,809,184,878,1505,1414,1002,746,995,1628,1426,1125,1461,755,947,24,866,1562,203
1328,794,645,1256,6,5,125,622,1521,999,307,1515,579,417,223,1555,1172,912,820,328,974,1307,1395,546
761,1027,265,1224,1448,483,1173,1349,1427,1183,466,1535,1611,255,1098,1275,68,1415,778,1388,1019,1280,1355,591
439,1512,728,1184,1636,139,1194,1581,1013,397,1635,91,63,706,1411,1203,1358,325,916,1070,395,1104,1287,800
353,1086,869,633,1147,1158,614,425,371,501,100,348,476,1140,1526,807,1621,734,13,1545,162,183,1197,861
937,1530,494,960,104,1258,401,623,1011,373,323,1451,437,1400,1315,1519,490,1501,1522,553,441,1438,848,570
1345,754,134,900,1392,1468,1085,1149,1006,338,1227,988,408,1524,719,760,1037,467,1170,783,670,1176,702,199
1629,1132,994,1088,642,1009,1605,1095,230,575,801,1262,1631,495,1112,283,1536,1111,871,543,1420,1301,360,580
839,620,340,749,1478,1080,164,1312,1260,1374,1580,67,1215,666,610,313,1356,1319,1071,661,171,1633,567,113
600,1076,159,972,879,812,980,137,400,733,1351,1532,1295,659,989,304,166,1124,585,1057,339,874,718,846
776,785,1423,683,1022,723,64,763,512,1508,1032,790,660,499,598,1021,796,1546,1036,315,1385,253,885,1044
1493,752,1333,1326,691,667,1049,624,737,1272,447,1293,795,1332,496,872,492,520,1159,592,1113,1370,1609,929
308,1016,168,61,883,1299,793,602,484,1486,1060,935,654,1472,35,1242,814,216,86,1035,210,108,336,1369
1031,1327,893,175,249,1544,1271,1061,1250,1503,798,606,1152,605,1282,766,1317,1520,358,446,169,576,407,413
1368,1460,415,386,187,708,996,1202,977,599,1294,724,1578,384,38,604,804,84,715,1511,561,827,258,1232
119,692,771,248,383,1209,388,738,639,1533,341,431,1024,240,876,509,508,405,707,55,1436,378,584,435
