1119,307,1347,1501,53,1019,713,1104,299,1215,425,410,12,1117,134,495,793,1636,139,1388,1287,637,829,795
1232,328,980,1572,55,1238,1580,872,999,858,431,1426,900,559,162,959,1184,188,922,997,846,368,585,584
408,1343,1472,1533,1070,1562,133,1036,1144,407,143,1299,1080,388,766,258,512,1015,1605,1021,874,159,635,866
633,553,996,75,1451,760,1468,606,1456,1515,1140,1436,1524,1526,937,1351,490,628,136,696,1061,1085,100,1355
639,1271,315,1049,731,1628,1293,873,697,1496,977,137,211,198,561,1332,304,179,442,108,827,223,1319,1197
6,5,1330,1229,1448,733,1227,960,893,177,1535,785,953,834,1096,1245,1349,413,916,691,1374,1519,280,1385
1075,1076,1422,570,1303,541,1520,848,592,660,1368,46,843,1051,567,386,1011,1371,602,1250,1000,405,1095,1132
415,1125,919,778,1345,1511,732,1384,325,226,869,1411,820,590,1071,1327,1147,782,604,1047,1022,580,702,746
1530,814,1035,723,1503,1312,1272,1284,852,796,169,348,175,605,1392,576,764,1123,1328,249,659,261,1202,353
771,749,1478,1545,618,492,194,446,1093,947,1060,295,371,1415,1395,29,1079,569,104,417,974,982,1088,871
131,1486,494,230,622,1098,316,726,327,1592,145,1315,809,1521,769,166,1438,1219,776,10,308,496,13,847
248,929,127,1629,439,88,498,1565,1557,1092,1356,336,1203,64,1242,715,1460,1149,157,783,389,1192,1006,401
1536,1258,849,172,488,168,1331,341,1606,1087,1280,278,338,1292,684,447,63,1631,466,976,392,1307,1260,24
1221,1635,658,1176,988,1159,995,1057,812,1608,1194,839,384,61,1002,1341,435,483,1199,82,565,708,1405,879
199,35,1065,164,1488,754,1112,235,323,240,792,1108,790,642,1048,1512,714,699,1124,1301,1626,1148,755,1009
86,821,724,598,91,519,546,83,591,1016,1522,1420,1111,1017,1581,840,253,1329,125,1546,1633,1317,1251,728
509,1037,67,372,1013,719,1369,1152,1403,183,427,614,1620,623,94,265,1621,738,1243,1423,267,987,1611,1246
113,397,1532,654,1618,1294,520,1295,203,292,707,313,804,400,989,692,901,763,373,508,38,683,1400,883
33,807,601,761,627,171,878,600,1044,1370,940,255,932,1139,1032,752,1555,476,360,1382,579,857,888,1209
737,84,1172,1143,972,346,870,1066,734,641,620,1358,1357,484,216,1086,1171,1622,109,467,670,662,610,119
